Bytes, Tempo de abertura arquivo, Tempo escrita no buffer, Tempo fechar arquivo, Tempo print, Tempo função
726, 369, 73, 275, 22334, 999966
727, 382, 69, 279, 22606, 999968
728, 386, 79, 267, 23305, 999970
729, 380, 75, 352, 22324, 999970
730, 383, 85, 278, 22341, 999967
731, 384, 74, 279, 21555, 999967
732, 385, 80, 277, 23437, 999968
733, 389, 70, 276, 22328, 999968
734, 380, 78, 349, 22344, 999970
735, 379, 68, 272, 22113, 999968
736, 386, 72, 278, 23846, 999969
737, 388, 69, 272, 22260, 999968
738, 381, 68, 280, 22491, 999968
739, 380, 72, 272, 22259, 999969
740, 381, 71, 345, 23534, 999969
741, 631, 191, 420, 27754, 999952
742, 511, 71, 272, 43750, 999969
743, 382, 68, 269, 21867, 999969
744, 380, 75, 260, 22252, 999969
745, 381, 69, 339, 22019, 999969
746, 380, 75, 274, 22079, 999970
747, 375, 74, 269, 23062, 999970
748, 386, 83, 264, 22068, 999969
749, 386, 70, 277, 21176, 999969
750, 390, 79, 273, 22093, 999970
751, 377, 69, 340, 21510, 999969
752, 385, 83, 274, 22894, 999967
753, 386, 66, 265, 21493, 999967
754, 382, 66, 273, 21953, 999969
755, 383, 71, 274, 22162, 999969
756, 386, 70, 485, 22812, 999969
757, 380, 71, 276, 24511, 999967
758, 393, 67, 261, 22170, 999832
759, 378, 67, 275, 22318, 999971
760, 385, 66, 274, 22881, 999968
761, 376, 72, 275, 23059, 999968
762, 389, 69, 341, 22137, 999968
763, 394, 69, 272, 21808, 999969
764, 378, 72, 273, 22936, 999967
765, 384, 72, 271, 21796, 999970
766, 379, 67, 266, 22123, 999970
767, 377, 68, 346, 21892, 999968
768, 385, 72, 269, 23016, 999969
769, 379, 72, 270, 21870, 999967
770, 380, 69, 270, 22110, 999969
771, 381, 71, 269, 22258, 999968
772, 379, 70, 337, 23300, 999967
773, 385, 71, 276, 21852, 999968
774, 381, 68, 273, 22164, 999970
775, 381, 69, 268, 21820, 999970
776, 380, 65, 275, 22402, 999967
777, 375, 71, 274, 21941, 999972
778, 386, 66, 324, 22189, 999969
779, 388, 69, 273, 22117, 999968
780, 407, 170, 334, 24774, 999965
781, 427, 91, 286, 47224, 999969
782, 378, 80, 280, 22119, 999971
783, 377, 72, 338, 21984, 999968
784, 396, 82, 276, 22101, 999969
785, 367, 71, 271, 22006, 999971
786, 388, 82, 277, 22080, 999967
787, 381, 68, 275, 23032, 999967
788, 383, 81, 395, 22039, 999969
789, 376, 74, 281, 22029, 999970
790, 385, 80, 279, 22176, 999971
791, 387, 71, 273, 22773, 999968
792, 520, 72, 277, 22096, 999970
793, 383, 68, 336, 21856, 999969
794, 529, 66, 270, 22458, 999970
795, 381, 69, 272, 22714, 999970
796, 386, 71, 275, 22175, 999968
797, 381, 71, 270, 21779, 999968
798, 525, 66, 342, 22087, 999966
799, 378, 70, 274, 23025, 999967
800, 382, 63, 275, 23535, 999971
801, 383, 71, 283, 21852, 999969
802, 381, 71, 278, 22316, 999968
803, 374, 72, 349, 22026, 999968
804, 381, 72, 278, 22188, 999969
805, 381, 71, 282, 21855, 999969
806, 383, 69, 271, 22529, 999970
807, 379, 68, 423, 22736, 999970
808, 379, 69, 272, 22033, 999969
809, 377, 66, 342, 21808, 999968
810, 384, 71, 281, 22234, 999968
811, 385, 84, 279, 23006, 999970
812, 386, 69, 279, 21588, 999968
813, 379, 74, 416, 21921, 999967
814, 386, 66, 338, 22038, 999968
815, 379, 71, 270, 26354, 999969
816, 389, 67, 278, 21856, 999970
817, 381, 70, 269, 22113, 999967
818, 376, 65, 261, 21877, 999971
819, 377, 68, 342, 22905, 999969
820, 434, 104, 295, 37954, 999967
821, 380, 215, 280, 21875, 999969
822, 388, 69, 273, 22705, 999968
823, 383, 83, 278, 21989, 999969
824, 386, 64, 334, 21528, 999969
825, 380, 77, 274, 22200, 999971
826, 379, 62, 274, 23044, 999969
827, 379, 84, 285, 22135, 999970
828, 376, 74, 303, 22157, 999969
829, 390, 69, 364, 23250, 999967
830, 378, 69, 270, 22696, 999969
831, 382, 67, 274, 22188, 999971
832, 370, 70, 271, 21919, 999968
833, 382, 69, 341, 22197, 999970
834, 383, 73, 282, 22748, 999968
835, 384, 72, 275, 22208, 999966
836, 391, 66, 279, 21905, 999969
837, 376, 70, 276, 22271, 999969
838, 385, 65, 454, 22720, 999969
839, 385, 73, 279, 23245, 999968
840, 383, 85, 271, 22143, 999968
841, 389, 73, 277, 22721, 999970
842, 391, 67, 270, 23012, 999968
843, 382, 67, 336, 21984, 999970
844, 377, 65, 276, 22261, 999969
845, 377, 70, 280, 21952, 999970
846, 383, 66, 274, 22906, 999969
847, 388, 70, 277, 21997, 999969
848, 382, 69, 345, 22179, 999969
849, 377, 67, 282, 21979, 999968
850, 383, 69, 270, 23070, 999967
851, 381, 67, 278, 22013, 999968
852, 382, 78, 279, 22191, 999970
853, 380, 70, 440, 22017, 999967
854, 386, 66, 267, 22471, 999968
855, 384, 80, 271, 22025, 999971
856, 386, 67, 275, 21943, 999967
857, 383, 80, 272, 22222, 999968
858, 379, 68, 342, 23019, 999971
859, 446, 130, 355, 24158, 999966
860, 382, 65, 285, 31955, 999968
861, 372, 70, 282, 22472, 999970
862, 381, 79, 506, 23161, 999968
863, 377, 69, 445, 22390, 999969
864, 379, 72, 439, 22366, 999969
865, 386, 63, 445, 22267, 999967
866, 385, 71, 456, 23141, 999968
867, 377, 68, 526, 22093, 999967
868, 385, 71, 454, 22605, 999968
869, 375, 70, 574, 22244, 999970
870, 382, 68, 444, 23110, 999966
871, 384, 81, 441, 22426, 999967
872, 389, 67, 521, 22204, 999971
873, 436, 96, 447, 23522, 999964
874, 382, 79, 446, 23001, 999970
875, 382, 71, 452, 22228, 999969
876, 379, 81, 443, 23015, 999969
877, 383, 69, 523, 22181, 999968
878, 381, 74, 458, 24208, 999969
879, 387, 78, 439, 22321, 999970
880, 380, 70, 453, 22383, 999970
881, 383, 77, 510, 22459, 999967
882, 381, 70, 452, 22943, 999968
883, 379, 78, 454, 22493, 999968
884, 385, 71, 453, 22203, 999969
885, 380, 67, 437, 22574, 999968
886, 381, 75, 503, 23171, 999967
887, 376, 70, 461, 21587, 999969
888, 384, 85, 443, 22469, 999970
889, 379, 70, 450, 22170, 999967
890, 385, 70, 522, 23223, 999970
891, 387, 67, 452, 22178, 999969
892, 381, 71, 452, 22575, 999969
893, 384, 79, 447, 22449, 999971
894, 391, 70, 450, 22119, 999969
895, 383, 79, 511, 22318, 999966
896, 385, 64, 456, 22385, 999969
897, 380, 75, 256, 22482, 999970
898, 380, 68, 446, 40304, 999970
899, 520, 71, 446, 22818, 999969
900, 366, 71, 524, 22253, 999968
901, 373, 70, 451, 23488, 999969
902, 379, 81, 437, 22218, 999969
903, 372, 64, 447, 22357, 999968
904, 384, 82, 511, 22363, 999968
905, 388, 69, 447, 23215, 999967
906, 380, 67, 449, 22518, 999970
907, 388, 68, 442, 22212, 999970
908, 381, 66, 451, 22503, 999968
909, 373, 81, 512, 23311, 999969
910, 387, 68, 449, 22267, 999970
911, 384, 70, 456, 22514, 999969
912, 386, 66, 451, 22196, 999969
913, 375, 72, 518, 23396, 999967
914, 382, 80, 450, 22499, 999970
915, 379, 72, 449, 21691, 999969
916, 409, 65, 428, 23654, 999967
917, 377, 72, 571, 23375, 999969
918, 384, 69, 528, 22286, 999968
919, 381, 81, 435, 22368, 999969
920, 385, 69, 451, 22302, 999968
921, 376, 72, 455, 23432, 999968
922, 386, 68, 531, 22253, 999968
923, 376, 69, 450, 22552, 999968
924, 387, 78, 437, 22303, 999968
925, 374, 67, 448, 23230, 999968
926, 388, 67, 525, 22493, 999969
927, 380, 72, 458, 22280, 999967
928, 382, 68, 453, 22480, 999968
929, 377, 77, 439, 23166, 999968
930, 390, 70, 456, 22043, 999967
931, 384, 68, 525, 24287, 999968
932, 382, 64, 463, 22227, 999968
933, 376, 72, 454, 23374, 999967
934, 382, 79, 439, 22872, 999967
935, 387, 69, 522, 22107, 999970
936, 510, 72, 444, 41196, 999969
937, 382, 72, 446, 23151, 999967
938, 386, 66, 446, 22932, 999970
939, 381, 80, 433, 22496, 999968
940, 380, 74, 528, 21813, 999970
941, 374, 72, 458, 23520, 999969
942, 384, 64, 454, 22604, 999968
943, 372, 76, 456, 22498, 999970
944, 393, 82, 514, 22431, 999968
945, 387, 69, 451, 23220, 999969
946, 382, 67, 452, 22830, 999968
947, 379, 76, 456, 22189, 999969
948, 384, 69, 516, 22589, 999969
949, 385, 79, 435, 23314, 999967
950, 371, 67, 451, 22325, 999969
951, 382, 75, 451, 22513, 999967
952, 390, 69, 461, 22267, 999968
953, 386, 70, 521, 23215, 999967
954, 382, 90, 445, 24407, 999968
955, 439, 100, 449, 23672, 999968
956, 384, 66, 453, 22991, 999967
957, 380, 76, 522, 23612, 999968
958, 395, 66, 538, 22503, 999969
959, 384, 72, 456, 22220, 999969
960, 382, 78, 452, 22582, 999970
961, 378, 76, 527, 22991, 999968
962, 383, 68, 457, 22772, 999968
963, 382, 67, 507, 22534, 999966
964, 383, 64, 458, 22094, 999971
965, 379, 85, 527, 23194, 999968
966, 385, 70, 455, 22428, 999965
967, 386, 64, 455, 22539, 999967
968, 371, 85, 437, 23907, 999967
969, 394, 69, 460, 23169, 999969
970, 390, 70, 527, 22531, 999969
971, 377, 66, 456, 22005, 999969
972, 381, 73, 464, 22403, 999968
973, 384, 79, 268, 22909, 999965
974, 412, 139, 577, 36089, 999968
975, 380, 67, 459, 33746, 999970
976, 388, 69, 458, 23136, 999970
977, 375, 208, 440, 22057, 999970
978, 379, 68, 520, 22577, 999968
979, 369, 79, 447, 22384, 999969
980, 388, 74, 453, 22822, 999968
981, 378, 69, 458, 22422, 999969
982, 382, 67, 652, 22118, 999968
983, 383, 67, 453, 22053, 999968
984, 387, 82, 448, 23133, 999967
985, 385, 70, 452, 22315, 999967
986, 389, 95, 589, 22420, 999970
987, 380, 70, 584, 22694, 999968
988, 392, 71, 463, 23131, 999970
989, 384, 74, 460, 22717, 999861
990, 382, 68, 530, 22438, 999968
991, 379, 74, 460, 23483, 999969
992, 382, 76, 446, 23143, 999967
993, 385, 66, 449, 22478, 999969
994, 386, 71, 466, 22504, 999970
995, 378, 86, 510, 22427, 999971
996, 388, 70, 455, 22684, 999967
997, 468, 69, 445, 22559, 999968
998, 384, 75, 455, 22310, 999969
999, 382, 75, 555, 22483, 999971
1000, 378, 81, 448, 23290, 999967
1001, 377, 67, 452, 23255, 999969
1002, 376, 75, 459, 22481, 999968
1003, 395, 68, 580, 22615, 999969
1004, 387, 70, 454, 23228, 999970
1005, 468, 77, 450, 22445, 999970
1006, 383, 109, 469, 22450, 999970
1007, 377, 71, 534, 23274, 999968
1008, 383, 82, 453, 23420, 999970
1009, 387, 73, 462, 22704, 999971
1010, 383, 70, 453, 22606, 999969
1011, 383, 119, 439, 24019, 999968
1012, 379, 80, 274, 34399, 999970
1013, 377, 73, 280, 21484, 999968
1014, 381, 87, 275, 21812, 999971
1015, 378, 77, 345, 22391, 999969
1016, 395, 83, 276, 21884, 999970
1017, 385, 74, 284, 22224, 999969
1018, 468, 64, 273, 22102, 999968
1019, 377, 76, 350, 22919, 999969
1020, 385, 74, 272, 22159, 999968
1021, 387, 70, 353, 21972, 999970
1022, 381, 67, 262, 22053, 999970
1023, 379, 82, 341, 22988, 999969
1024, 385, 79, 277, 21986, 999966
1025, 379, 79, 265, 22053, 999969
1026, 375, 70, 270, 22156, 999969
1027, 377, 68, 344, 23203, 999968
1028, 382, 85, 276, 22841, 999968
1029, 384, 67, 266, 23661, 999970
1030, 385, 92, 273, 22083, 999971
1031, 379, 72, 413, 23076, 999967
1032, 382, 71, 282, 21960, 999968
1033, 382, 86, 274, 21989, 999970
1034, 379, 70, 276, 21593, 999967
1035, 367, 81, 346, 23025, 999968
1036, 383, 62, 273, 21171, 999969
1037, 372, 79, 272, 21803, 999972
1038, 383, 71, 282, 21876, 999969
1039, 389, 72, 364, 22923, 999968
1040, 377, 71, 274, 22130, 999969
1041, 389, 69, 270, 22080, 999968
1042, 383, 66, 273, 21951, 999969
1043, 381, 82, 344, 22893, 999971
1044, 393, 85, 276, 22591, 999967
1045, 377, 70, 271, 20774, 999970
1046, 376, 84, 273, 21454, 999970
1047, 373, 71, 336, 23191, 999969
1048, 385, 71, 269, 21748, 999966
1049, 372, 76, 273, 21535, 999971
1050, 397, 66, 269, 21608, 999963
1051, 382, 69, 344, 38433, 999967
1052, 383, 84, 276, 21969, 999969
1053, 377, 69, 273, 21825, 999971
1054, 383, 89, 288, 22083, 999969
1055, 385, 70, 346, 22824, 999968
1056, 377, 70, 273, 22195, 999971
1057, 382, 67, 269, 21970, 999968
1058, 384, 66, 342, 22074, 999968
1059, 376, 90, 274, 22709, 999971
1060, 384, 72, 276, 22034, 999968
1061, 383, 80, 277, 21989, 999969
1062, 385, 65, 341, 22178, 999968
1063, 389, 70, 271, 22779, 999902
1064, 380, 72, 275, 21913, 999971
1065, 385, 67, 263, 22119, 999969
1066, 384, 67, 347, 22217, 999968
1067, 376, 68, 279, 23298, 999969
1068, 390, 85, 275, 22679, 999969
1069, 396, 66, 277, 22266, 999969
1070, 387, 71, 341, 22435, 999968
1071, 375, 86, 273, 22980, 999967
1072, 369, 73, 270, 22282, 999967
1073, 385, 81, 279, 22189, 999969
1074, 383, 68, 333, 22289, 999970
1075, 378, 72, 276, 23135, 999967
1076, 373, 153, 273, 22210, 999969
1077, 389, 73, 276, 22000, 999966
1078, 382, 83, 355, 22171, 999970
1079, 384, 71, 272, 23012, 999969
1080, 386, 76, 279, 22237, 999969
1081, 386, 73, 346, 22064, 999969
1082, 384, 71, 277, 23086, 999969
1083, 383, 77, 286, 23112, 999969
1084, 387, 74, 271, 22160, 999970
1085, 378, 70, 345, 22376, 999966
1086, 378, 71, 345, 22340, 999970
1087, 387, 68, 276, 22404, 999967
1088, 379, 85, 281, 22038, 999969
1089, 414, 149, 464, 22277, 999963
1090, 385, 71, 281, 34483, 999966
1091, 395, 84, 276, 23036, 999970
1092, 385, 72, 274, 22328, 999969
1093, 380, 69, 340, 22410, 999971
1094, 382, 72, 282, 22139, 999966
1095, 390, 72, 274, 22738, 999969
1096, 377, 85, 340, 22397, 999969
1097, 386, 67, 282, 21469, 999966
1098, 380, 73, 276, 22213, 999969
1099, 380, 73, 277, 22879, 999970
1100, 384, 69, 345, 22414, 999967
1101, 382, 78, 273, 22521, 999969
1102, 383, 62, 274, 21287, 999969
1103, 382, 80, 269, 22827, 999969
1104, 389, 70, 360, 21972, 999968
1105, 378, 72, 272, 22530, 999968
1106, 381, 68, 283, 22783, 999968
1107, 376, 74, 271, 22755, 999969
1108, 381, 83, 341, 22036, 999969
1109, 378, 71, 277, 22148, 999968
1110, 381, 63, 289, 22129, 999968
1111, 380, 70, 347, 22644, 999970
1112, 386, 67, 278, 22100, 999969
1113, 382, 82, 268, 21889, 999970
1114, 388, 68, 271, 22055, 999969
1115, 380, 74, 349, 22789, 999971
1116, 386, 73, 278, 21944, 999968
1117, 390, 72, 277, 21974, 999969
1118, 382, 67, 267, 21868, 999967
1119, 382, 67, 351, 22730, 999970
1120, 385, 79, 274, 21997, 999970
1121, 383, 75, 271, 22040, 999968
1122, 384, 80, 338, 21954, 999972
1123, 385, 70, 273, 22680, 999968
1124, 382, 67, 270, 22031, 999969
1125, 378, 73, 346, 21932, 999967
1126, 387, 71, 344, 22021, 999969
1127, 381, 79, 270, 22656, 999968
1128, 398, 154, 336, 26832, 999968
1129, 382, 70, 347, 31027, 999969
1130, 385, 71, 276, 23147, 999970
1131, 385, 83, 280, 21985, 999972
1132, 379, 68, 282, 22214, 999966
1133, 375, 76, 349, 22476, 999970
1134, 389, 71, 282, 23159, 999969
1135, 396, 69, 281, 22564, 999967
1136, 389, 83, 279, 22085, 999966
1137, 381, 70, 360, 22147, 999969
1138, 537, 76, 281, 23007, 999966
1139, 387, 72, 277, 22749, 999970
1140, 385, 68, 352, 22263, 999970
1141, 380, 83, 286, 22269, 999967
1142, 389, 71, 277, 22872, 999971
1143, 383, 75, 279, 22630, 999969
1144, 386, 87, 356, 23178, 999967
1145, 376, 79, 279, 21575, 999969
1146, 387, 70, 278, 23161, 999968
1147, 383, 71, 350, 22345, 999969
1148, 384, 75, 289, 22335, 999969
1149, 386, 81, 290, 22242, 999968
1150, 392, 68, 280, 23213, 999969
1151, 381, 70, 372, 22522, 999969
1152, 382, 86, 279, 22220, 999970
1153, 398, 68, 272, 22330, 999968
1154, 381, 67, 274, 23378, 999967
1155, 374, 84, 359, 22073, 999967
1156, 400, 74, 285, 22398, 999969
1157, 382, 86, 279, 22484, 999969
1158, 384, 79, 562, 23848, 999969
1159, 395, 73, 284, 22218, 999968
1160, 383, 83, 279, 22431, 999969
1161, 379, 65, 280, 22398, 999970
1162, 384, 73, 350, 23171, 999967
1163, 390, 85, 279, 22292, 999969
1164, 390, 64, 276, 22563, 999969
1165, 383, 72, 354, 22402, 999967
1166, 399, 84, 274, 22859, 999969
1167, 443, 111, 324, 32487, 999961
1168, 392, 90, 442, 39749, 999970
1169, 392, 66, 536, 22679, 999964
1170, 382, 83, 475, 22919, 999967
1171, 393, 85, 447, 22525, 999969
1172, 394, 67, 541, 22621, 999966
1173, 378, 78, 475, 23475, 999970
1174, 392, 81, 445, 22405, 999970
1175, 382, 64, 470, 22624, 999963
1176, 380, 79, 547, 22688, 999969
1177, 381, 86, 447, 23351, 999969
1178, 385, 70, 462, 22629, 999971
1179, 381, 76, 539, 22645, 999968
1180, 393, 78, 449, 22565, 999966
1181, 383, 76, 479, 24335, 999968
1182, 394, 76, 469, 22272, 999970
1183, 386, 83, 523, 22649, 999970
1184, 384, 77, 471, 22815, 999968
1185, 388, 71, 468, 23379, 999970
1186, 392, 71, 520, 22706, 999957
1187, 376, 75, 532, 22459, 999968
1188, 398, 75, 466, 22032, 999969
1189, 488, 70, 523, 23198, 999969
1190, 381, 74, 461, 22214, 999970
1191, 377, 78, 471, 22275, 999969
1192, 389, 87, 455, 22491, 999970
1193, 382, 72, 547, 23044, 999971
1194, 384, 80, 471, 22315, 999967
1195, 385, 83, 451, 22352, 999968
1196, 381, 67, 541, 22343, 999969
1197, 386, 81, 468, 23166, 999966
1198, 387, 84, 451, 22297, 999968
1199, 386, 71, 473, 22326, 999970
1200, 383, 79, 531, 22417, 999968
1201, 385, 82, 455, 23169, 999969
1202, 404, 71, 461, 21625, 999970
1203, 471, 74, 540, 22183, 999969
1204, 379, 83, 472, 22188, 999971
1205, 688, 181, 544, 32359, 999951
1206, 385, 72, 467, 23746, 999963
1207, 382, 86, 528, 21960, 999969
1208, 382, 69, 488, 22218, 999968
1209, 381, 85, 456, 22027, 999970
1210, 392, 71, 550, 22028, 999967
1211, 394, 70, 464, 22157, 999967
1212, 387, 86, 459, 22813, 999967
1213, 379, 84, 527, 24614, 999970
1214, 382, 72, 477, 22228, 999968
1215, 475, 78, 465, 22017, 999970
1216, 395, 72, 464, 22302, 999967
1217, 380, 70, 539, 22415, 999968
1218, 474, 75, 463, 23220, 999969
1219, 387, 73, 536, 22327, 999967
1220, 383, 75, 563, 23039, 999970
1221, 470, 76, 475, 22209, 999967
1222, 390, 73, 462, 22380, 999968
1223, 381, 73, 535, 22387, 999969
1224, 391, 79, 469, 23318, 999892
1225, 376, 70, 544, 22262, 999967
1226, 380, 71, 463, 22131, 999969
1227, 383, 92, 567, 22121, 999969
1228, 399, 66, 460, 23010, 999967
1229, 380, 67, 467, 22494, 999971
1230, 384, 85, 525, 22243, 999969
1231, 391, 72, 458, 22221, 999961
1232, 388, 66, 464, 23191, 999970
1233, 371, 93, 533, 22236, 999968
1234, 386, 69, 466, 22435, 999963
1235, 401, 73, 458, 22500, 999968
1236, 378, 85, 447, 22987, 999969
1237, 389, 73, 535, 22159, 999970
1238, 389, 71, 462, 22422, 999967
1239, 387, 90, 460, 22237, 999971
1240, 400, 74, 534, 23707, 999967
1241, 378, 72, 442, 22490, 999969
1242, 442, 124, 305, 22800, 999970
1243, 441, 136, 576, 48027, 999963
1244, 389, 88, 454, 23063, 999967
1245, 378, 76, 460, 22410, 999967
1246, 393, 68, 456, 23511, 999967
1247, 375, 91, 530, 22272, 999968
1248, 404, 72, 456, 22447, 999967
1249, 386, 72, 453, 22602, 999966
1250, 470, 72, 525, 23089, 999968
1251, 385, 85, 444, 22629, 999969
1252, 396, 75, 478, 22877, 999967
1253, 384, 78, 541, 22454, 999969
1254, 392, 80, 442, 23791, 999959
1255, 384, 83, 462, 23303, 999968
1256, 383, 76, 531, 22790, 999969
1257, 384, 86, 476, 22663, 999968
1258, 404, 82, 443, 23217, 999968
1259, 386, 76, 456, 22458, 999970
1260, 377, 71, 533, 22472, 999957
1261, 390, 91, 455, 22386, 999968
1262, 396, 71, 454, 23265, 999968
1263, 379, 73, 531, 22499, 999969
1264, 401, 90, 450, 22294, 999966
1265, 387, 73, 449, 22483, 999969
1266, 388, 75, 526, 23136, 999970
1267, 386, 87, 455, 22342, 999967
1268, 390, 75, 468, 23563, 999967
1269, 382, 79, 537, 22294, 999965
1270, 389, 86, 460, 23384, 999968
1271, 380, 78, 537, 22456, 999969
1272, 392, 71, 469, 22401, 999970
1273, 388, 88, 533, 22703, 999967
1274, 388, 94, 455, 23068, 999968
1275, 385, 77, 461, 22345, 999966
1276, 386, 69, 527, 22807, 999968
1277, 387, 92, 462, 22233, 999967
1278, 387, 71, 464, 22425, 999969
1279, 407, 74, 332, 22367, 999961
1280, 403, 69, 545, 41957, 999969
1281, 379, 69, 473, 23160, 999967
1282, 392, 74, 543, 22464, 999967
1283, 388, 87, 459, 22461, 999968
1284, 389, 75, 484, 22497, 999970
1285, 409, 77, 540, 23188, 999969
1286, 384, 82, 454, 22509, 999968
1287, 384, 67, 479, 21566, 999968
1288, 396, 78, 466, 22299, 999958
1289, 384, 88, 516, 23239, 999969
1290, 385, 75, 473, 22406, 999970
1291, 383, 76, 465, 23606, 999968
1292, 390, 84, 518, 22609, 999969
1293, 384, 74, 551, 23023, 999969
1294, 388, 76, 461, 22208, 999970
1295, 384, 82, 540, 22628, 999970
1296, 387, 78, 561, 22352, 999967
1297, 395, 75, 462, 23370, 999967
1298, 388, 78, 543, 22301, 999968
1299, 399, 88, 455, 22354, 999967
1300, 387, 76, 458, 22487, 999967
1301, 381, 78, 535, 23190, 999969
1302, 398, 85, 454, 22439, 999966
1303, 386, 70, 463, 22417, 999967
1304, 384, 78, 541, 22531, 999969
1305, 384, 85, 458, 23360, 999970
1306, 386, 77, 542, 22842, 999967
1307, 392, 73, 544, 22441, 999969
1308, 385, 87, 457, 22440, 999968
1309, 386, 93, 457, 23021, 999970
1310, 404, 75, 470, 22437, 999968
1311, 385, 73, 537, 22680, 999964
1312, 388, 90, 450, 22222, 999968
1313, 383, 75, 458, 22287, 999966
1314, 388, 72, 535, 22831, 999969
1315, 387, 87, 458, 22458, 999970
1316, 391, 77, 272, 21847, 999963
1317, 391, 79, 354, 34426, 999967
1318, 388, 77, 296, 26211, 999967
1319, 386, 88, 292, 22111, 999967
1320, 384, 76, 351, 22946, 999969
1321, 380, 79, 289, 22241, 999966
1322, 385, 93, 285, 22221, 999969
1323, 394, 76, 352, 22678, 999968
1324, 392, 74, 296, 23239, 999967
1325, 382, 99, 288, 22006, 999968
1326, 381, 77, 354, 22347, 999970
1327, 385, 76, 301, 22261, 999970
1328, 466, 75, 287, 23821, 999962
1329, 391, 71, 345, 22156, 999968
1330, 390, 77, 284, 22178, 999967
1331, 384, 90, 287, 22118, 999968
1332, 388, 76, 351, 22953, 999968
1333, 387, 77, 283, 22311, 999967
1334, 381, 85, 280, 22140, 999965
1335, 382, 74, 359, 22334, 999969
1336, 383, 76, 280, 23094, 999968
1337, 385, 86, 284, 22172, 999965
1338, 390, 72, 346, 22246, 999967
1339, 382, 71, 282, 22343, 999969
1340, 385, 94, 284, 22885, 999967
1341, 388, 78, 352, 22218, 999967
1342, 380, 71, 299, 22341, 999968
1343, 380, 83, 293, 22229, 999967
1344, 386, 75, 282, 23075, 999967
1345, 380, 70, 353, 22280, 999970
1346, 384, 89, 277, 21980, 999969
1347, 382, 76, 276, 22146, 999968
1348, 384, 70, 349, 23167, 999968
1349, 382, 85, 275, 22056, 999967
1350, 387, 72, 286, 22284, 999969
1351, 389, 71, 345, 22726, 999969
1352, 386, 87, 282, 23070, 999967
1353, 394, 79, 275, 21327, 999968
1354, 441, 257, 667, 24539, 999965
1355, 398, 74, 467, 46036, 999970
1356, 407, 71, 464, 22403, 999967
1357, 385, 89, 525, 22226, 999970
1358, 383, 71, 445, 23604, 999969
1359, 379, 72, 476, 22690, 999967
1360, 373, 86, 549, 22436, 999969
1361, 386, 73, 458, 22562, 999967
1362, 381, 79, 468, 23203, 999967
1363, 486, 77, 519, 22294, 999969
1364, 389, 79, 454, 22426, 999967
1365, 382, 76, 473, 23207, 999968
1366, 405, 69, 523, 23646, 999965
1367, 386, 87, 463, 22337, 999970
1368, 394, 72, 535, 22395, 999970
1369, 386, 72, 532, 22402, 999966
1370, 387, 77, 473, 23103, 999969
1371, 380, 89, 451, 22447, 999966
1372, 385, 78, 559, 23134, 999965
1373, 382, 75, 460, 22574, 999967
1374, 384, 80, 478, 23262, 999970
1375, 381, 82, 604, 22284, 999965
1376, 370, 74, 466, 21932, 999967
1377, 386, 80, 467, 22463, 999969
1378, 399, 85, 524, 23534, 999966
1379, 384, 74, 473, 21603, 999965
1380, 388, 77, 482, 22624, 999967
1381, 397, 80, 531, 22294, 999968
1382, 385, 71, 460, 23148, 999969
1383, 383, 80, 470, 22278, 999968
1384, 390, 85, 533, 22703, 999961
1385, 384, 73, 480, 22449, 999967
1386, 434, 86, 513, 31996, 999965
1387, 384, 91, 474, 22592, 999967
1388, 379, 152, 457, 22411, 999968
1389, 390, 71, 543, 23380, 999966
1390, 384, 78, 477, 22499, 999967
1391, 431, 144, 553, 33803, 999966
1392, 382, 86, 542, 22273, 999967
1393, 386, 68, 466, 23153, 999970
1394, 384, 75, 468, 22334, 999969
1395, 393, 83, 522, 22388, 999967
1396, 393, 73, 465, 22414, 999967
1397, 382, 77, 472, 23161, 999968
1398, 402, 83, 531, 22615, 999965
1399, 383, 87, 486, 22631, 999969
1400, 397, 74, 475, 22679, 999967
1401, 380, 72, 543, 24585, 999969
1402, 414, 77, 465, 22705, 999970
1403, 389, 85, 448, 22524, 999966
1404, 392, 82, 528, 21330, 999969
1405, 380, 72, 467, 23598, 999966
1406, 379, 82, 469, 22435, 999968
1407, 379, 78, 544, 22345, 999969
1408, 387, 75, 461, 22649, 999966
1409, 386, 88, 458, 23208, 999966
1410, 404, 85, 516, 22266, 999967
1411, 381, 70, 474, 22481, 999968
1412, 393, 74, 460, 22341, 999970
1413, 384, 88, 524, 23115, 999967
1414, 378, 75, 467, 22337, 999970
1415, 393, 76, 465, 22470, 999966
1416, 385, 90, 553, 23223, 999969
1417, 388, 87, 456, 23098, 999967
1418, 390, 71, 460, 22486, 999967
1419, 387, 78, 535, 22370, 999970
1420, 391, 86, 443, 22471, 999967
1421, 381, 75, 624, 23263, 999966
1422, 386, 73, 476, 22174, 999969
1423, 383, 82, 455, 22389, 999966
1424, 387, 82, 552, 22424, 999968
1425, 401, 85, 473, 22390, 999967
1426, 406, 82, 454, 22502, 999966
1427, 406, 112, 488, 23066, 999964
1428, 434, 125, 311, 28849, 999963
1429, 379, 81, 278, 22718, 999968
1430, 381, 78, 349, 22088, 999969
1431, 383, 72, 276, 22535, 999968
1432, 382, 75, 276, 26080, 999968
1433, 378, 86, 344, 22453, 999967
1434, 376, 73, 434, 22189, 999968
1435, 379, 76, 272, 22212, 999968
1436, 396, 75, 346, 23028, 999916
