Tempo	WOW	HP	VCAS	PTstatic	PTtotal	RPM	XGPS	YGPS	ZGPS	RPME	Taxa de giro em X	Taxa de giro em Y	Taxa de giro em Z	Aceleração em X	Aceleração em Y	Aceleração em Z	Pitch	Roll	Pressao estática	Pressao total	Temperatura	Densidade do ar	Altitude relativa	Tempo GPS	Latitude	Longitude	Direção de curso	Velocidade GPS	Nivel de fixação GPS	Pressao Dinamica	Wow raw	Distância	Distancia referência	
seg	bit	ft	m/s	PA	PA	rpm	m	m	m	Rpd	º/s	º/s	º/s	g	g	g	º	º	PA	PA	ºC	Kg/m³	m	-	º	º	º	m/s	-	PA	bit	cm	cm	
53246.8403	1	-28.176	19.2840	101428.195	101654.666	16.248	0	0	0	0.000	-2.87	-3.33	-0.12	-0.17	0.24	0.96	13.56	9.90	101428.195	101654.666	26.051	1.181	0.213	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.8627	1	-28.176	19.2840	101428.195	101654.666	16.248	0	0	0	0.000	-3.18	-3.13	-0.29	-0.18	0.24	0.96	13.60	10.15	101428.195	101654.666	26.051	1.181	0.213	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.8898	1	-28.176	19.2840	101428.195	101654.666	16.248	0	0	0	0.000	-3.18	-3.13	-0.29	-0.18	0.24	0.96	13.60	10.15	101428.195	101654.666	26.051	1.181	0.213	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.9116	1	-28.176	19.2840	101428.195	101654.666	16.248	0	0	0	0.000	-2.95	-3.25	-0.31	-0.18	0.23	0.96	13.26	10.38	101428.195	101654.666	26.051	1.181	0.213	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.9343	1	-28.176	19.2840	101428.195	101654.666	16.248	0	0	0	0.000	-2.93	-3.47	-0.17	-0.17	0.24	0.95	13.75	10.07	101428.195	101654.666	26.051	1.181	0.213	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.9698	1	-28.619	19.2840	101429.818	101656.289	16.248	0	0	0	0.000	-2.93	-3.47	-0.17	-0.17	0.24	0.95	13.75	10.07	101429.818	101656.289	26.051	1.181	0.078	None	0.000000	0.000000	0	0	1	226.471	1	50	0	
53246.9969	1	-28.619	0.0000	101429.818	101656.289	16.248	0	0	0	0.000	-2.98	-3.45	-0.26	-0.18	0.23	0.96	13.17	10.20	101429.818	101656.289	26.051	1.181	0.078	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.0194	1	-28.619	0.0000	101429.818	101656.289	17.988	0	0	0	7.613	-2.98	-3.45	-0.26	-0.18	0.23	0.96	13.17	10.20	101429.818	101656.289	26.051	1.181	0.078	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.0412	1	-28.619	0.0000	101429.818	101656.289	17.988	0	0	0	7.613	-2.93	-3.21	-0.34	-0.17	0.23	0.96	13.35	9.83	101429.818	101656.289	26.051	1.181	0.078	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.0677	1	-28.619	0.0000	101429.818	101656.289	17.988	0	0	0	7.613	-2.96	-3.28	-0.38	-0.18	0.24	0.96	13.59	10.18	101429.818	101656.289	26.051	1.181	0.078	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.0932	1	-28.246	0.0000	101428.454	101428.454	17.988	0	0	0	7.613	-2.96	-3.28	-0.38	-0.18	0.24	0.96	13.59	10.18	101428.454	101428.454	26.048	1.181	0.192	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.1155	1	-28.246	0.0000	101428.454	101428.454	17.988	0	0	0	7.613	-2.87	-3.31	-0.35	-0.18	0.24	0.96	13.78	10.10	101428.454	101428.454	26.048	1.181	0.192	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.1415	1	-28.246	0.0000	101428.454	101428.454	17.988	0	0	0	7.613	-2.96	-3.15	-0.35	-0.17	0.24	0.96	13.77	9.77	101428.454	101428.454	26.048	1.181	0.192	None	0.000000	0.000000	0	0	1	0	1	50	0	
53247.1634	1	-28.246	0.0000	101428.454	101428.454	17.988	0	0	0	7.613	-2.96	-3.15	-0.35	-0.17	0.24	0.96	13.77	9.77	101428.454	101428.454	26.048	1.181	0.192	None	0.000000	0.000000	0	0	1	0	1	50	0	
