Tempo,Corrente1,Corrente2,Corrente3,Tensão Bateria,PWM1,PWM2,PWM3,
59264,0.002,-0.004,0.006,0.00,1,0,0,
59937,-0.001,-0.004,0.024,0.00,7227,1514,1509,
60584,-0.015,-0.015,0.005,0.02,7151,1507,1515,
61248,-0.015,-0.003,0.010,0.00,9126,1507,1509,
61901,-0.010,-0.001,0.015,0.00,7414,1507,1515,
62542,-0.010,0.007,0.018,0.00,7226,1515,1509,
63190,-0.015,0.003,0.025,0.00,8798,1514,1515,
63845,-0.018,-0.017,0.023,0.00,1,1509,1509,
64521,-0.014,-0.016,0.038,0.00,1,1515,1515,
65167,-0.007,-0.000,0.021,0.00,1,1509,1514,
65813,-0.006,0.003,0.012,0.00,2,1514,1509,
66461,0.006,-0.020,0.004,0.00,1,1515,1515,
67108,-0.016,-0.024,0.019,0.00,1,1509,1509,
67742,-0.021,-0.015,0.015,0.00,1,1514,1515,
68380,-0.001,-0.008,0.027,0.01,1,1514,1509,
69023,-0.009,-0.014,0.021,0.00,1,1514,1514,
69698,-0.012,0.002,0.021,0.00,1,1507,1509,
70344,-0.002,-0.019,0.012,0.00,1,1509,1515,
70983,-0.020,-0.000,0.017,0.00,1,1509,1509,
71617,-0.004,-0.002,0.025,0.00,1,1514,1514,
72254,-0.006,-0.002,0.033,0.00,1,1509,1509,
72888,-0.024,0.004,0.029,0.00,1,1515,1509,
73523,-0.011,-0.022,0.020,0.00,1,1509,1514,
74164,-0.008,-0.008,0.019,0.00,1,1509,1509,
74821,-0.008,-0.011,0.016,0.01,1,1515,1515,
75455,-0.012,-0.002,0.028,0.00,1,1509,1511,
76085,-0.005,0.002,0.020,0.00,1,1514,1509,
76715,-0.023,-0.013,0.019,0.00,1,1509,1515,
77346,-0.006,-0.019,0.023,0.05,1,1515,1515,
77983,-0.006,-0.003,0.013,0.00,1,1509,1514,
78614,-0.002,-0.015,0.008,0.00,1,1514,1509,
79249,-0.005,-0.008,0.015,0.00,1,1515,1514,
79913,-0.011,-0.010,0.011,0.00,1,1509,1507,
80542,-0.012,-0.007,0.002,0.00,1,1514,1515,
81172,0.003,-0.011,0.015,0.00,1,1509,1514,
81808,0.005,-0.014,0.017,0.00,1,1515,1507,
82444,-0.009,-0.026,0.008,0.00,1,1507,1507,
83080,-0.014,-0.001,0.013,0.00,2,1514,1509,
83715,0.002,-0.001,0.010,0.00,1,1509,1514,
84381,-0.011,-0.013,0.015,0.00,1,1514,1514,
85017,-0.011,-0.016,0.011,0.00,1,1509,1514,
85651,-0.023,-0.012,0.008,0.00,1,1514,1509,
86285,-0.016,-0.010,0.008,0.00,1,1514,1515,
86918,-0.008,-0.002,0.025,0.00,1,1507,1509,
87549,-0.004,-0.000,0.020,0.00,1,1514,1515,
88181,-0.019,-0.003,0.025,0.00,1,1509,1515,
88812,-0.006,-0.007,0.011,0.01,1,1514,1509,
89463,0.004,-0.004,0.020,0.00,1,1514,1515,
90081,-0.012,-0.019,0.001,0.00,1,1509,1509,
90698,-0.010,-0.007,0.022,0.00,2,1514,1514,
91329,-0.015,-0.005,0.005,0.00,1,1509,1509,
91963,-0.006,-0.020,0.018,0.00,1,1515,1515,
92595,-0.019,-0.003,0.012,0.00,1,1509,1509,
93226,-0.026,-0.003,0.020,0.04,1,1514,1509,
93858,-0.009,-0.014,0.005,0.00,1,1509,1514,
94517,-0.025,-0.003,0.021,0.00,1,1510,1509,
95156,-0.006,0.001,0.018,0.00,1,1514,1515,
95791,-0.016,-0.003,0.019,0.00,1,1509,1509,
96425,-0.005,-0.018,0.025,0.00,1,1515,1509,
97061,-0.003,0.003,0.013,0.00,1,1509,1515,
97695,-0.001,-0.009,0.024,0.00,1,1513,1509,
98331,-0.017,-0.018,0.022,0.00,1,1507,1515,
98966,0.002,-0.000,0.021,0.00,24,1514,1509,
99628,-0.017,0.002,0.035,0.00,1,1509,1515,
100255,-0.010,0.002,0.018,0.01,1,1514,1515,
100870,-0.001,-0.015,0.008,0.00,1,1509,1514,
101486,0.006,-0.014,0.016,0.00,1,1515,1509,
102104,-0.005,0.001,0.019,0.00,1,1515,1515,
102719,-0.005,-0.010,0.034,0.00,1,1507,1509,
103336,-0.022,-0.007,0.014,0.00,1,1515,1515,
103973,-0.003,-0.008,0.016,0.00,1,1509,1514,
104630,-0.002,0.005,-0.004,0.00,1,1514,1509,
105261,0.004,-0.008,0.007,0.00,1,1514,1514,
105880,-0.006,-0.006,0.010,0.01,1,1507,1509,
106500,-0.007,0.001,0.004,0.00,1,1515,1515,
107123,-0.004,0.003,0.017,0.00,1,1509,1509,
107744,-0.004,-0.007,-0.002,0.00,1,1514,1515,
108369,-0.008,-0.016,-0.008,0.00,1,1509,1509,
108990,-0.014,-0.016,0.010,0.01,1,1514,1515,
109629,-0.008,-0.015,0.013,0.00,1,1509,1509,
110263,-0.004,-0.004,0.009,0.00,1,1514,1515,
110885,-0.015,-0.008,0.006,0.00,1,1507,1515,
111520,0.003,-0.017,0.014,0.00,2,1514,1509,
112141,-0.005,0.008,0.017,0.00,1,1514,1515,
112765,-0.003,-0.012,0.021,0.00,1,1507,1509,
113396,0.009,-0.002,0.034,0.02,1,1515,1515,
114033,-0.017,-0.001,0.009,0.01,1,1507,1515,
114708,-0.016,-0.006,0.006,0.00,1,1514,1509,
115341,0.001,-0.007,0.030,0.00,1,1515,1514,
115974,-0.018,-0.019,0.016,0.00,1,1514,1509,
116610,-0.014,-0.009,0.009,0.00,1,1509,1515,
117250,-0.009,0.004,0.016,0.00,1,1514,1509,
117886,-0.021,-0.012,0.024,0.00,1,1514,1515,
118520,0.001,-0.006,0.025,0.00,1,1509,1509,
119154,-0.005,-0.011,0.013,0.00,1,1514,1509,
119815,0.002,-0.002,0.005,0.00,1,1509,1514,
120447,0.006,-0.021,0.029,0.05,1,1514,1509,
121076,-0.010,-0.009,0.025,0.00,1,1515,1515,
121705,0.005,-0.000,0.034,0.00,1,1509,1509,
122336,0.003,-0.007,0.023,0.00,1,1514,1509,
122971,-0.026,-0.010,0.012,0.00,1,1507,1509,
123601,-0.006,-0.008,0.005,0.00,1,1514,1514,
124233,-0.012,-0.008,0.013,0.00,1,1509,1514,
124887,-0.018,-0.016,0.018,0.00,1,1514,1515,
125515,-0.005,0.005,0.021,0.00,1,1509,1509,
126144,-0.017,-0.004,0.025,0.00,1,1514,1515,
126772,-0.010,-0.002,0.032,0.00,1,1509,1515,
127408,-0.012,-0.008,0.006,0.00,1,1515,1509,
128039,-0.000,0.001,0.020,0.00,1,1514,1515,
128669,-0.010,-0.010,-0.009,0.00,2,1507,1509,
129314,-0.013,0.004,0.000,0.01,1,1515,1515,
129957,-0.014,-0.003,0.025,0.01,8000,1509,1514,
130587,-0.014,-0.011,0.025,0.00,7860,1514,1515,
131221,0.009,-0.004,0.005,0.00,7726,1509,1509,
131858,-0.026,0.000,0.035,0.00,1,1514,1515,
132498,-0.015,-0.024,0.017,0.02,1,1509,1509,
133137,-0.009,-0.007,0.015,0.00,7000,1515,1515,
133769,-0.013,-0.003,0.013,0.05,7039,1514,1509,
134430,-0.010,-0.015,0.019,0.00,7122,1509,1514,
135061,-0.006,-0.009,0.031,0.00,7032,1515,1509,
135693,-0.008,-0.002,0.014,0.00,7096,1507,1509,
136326,-0.014,-0.010,-0.002,0.00,7118,1509,1514,
136957,-0.010,-0.008,0.006,0.00,7057,1509,1509,
137591,0.006,0.015,0.001,0.00,7070,1509,1515,
138221,-0.004,0.007,0.021,0.00,7055,1514,1509,
138853,-0.005,-0.008,0.010,0.00,7039,1514,1514,
139514,-0.005,-0.006,0.015,0.00,7015,1514,1509,
140147,-0.014,-0.002,0.006,0.01,1,1509,1514,
140776,-0.017,-0.011,0.011,0.00,7167,1514,1509,
141407,-0.009,-0.005,0.013,0.00,1,1514,1514,
142036,-0.018,-0.011,0.023,0.00,1,1507,1509,
142669,-0.023,-0.011,0.015,0.00,1,1509,1514,
143298,-0.007,-0.010,0.001,0.00,1,1509,1509,
143929,-0.009,-0.001,0.015,0.00,1,1515,1515,
144597,-0.010,-0.018,0.030,0.00,1,1509,1515,
145227,-0.010,-0.011,0.033,0.00,1,1515,1509,
145856,-0.007,-0.002,0.020,0.00,1,1509,1514,
146486,-0.012,-0.006,0.015,0.00,1,1509,1509,
147116,-0.013,-0.007,0.015,0.04,1,1515,1515,
147747,-0.007,-0.004,0.017,0.00,1,1515,1509,
148376,-0.006,0.004,0.019,0.00,1,1515,1514,
149008,-0.018,0.001,0.033,0.00,1,1509,1509,
149657,-0.008,-0.008,0.012,0.00,1,1509,1514,
150286,-0.010,0.001,0.006,0.00,1,1509,1509,
150915,-0.017,-0.007,0.024,0.00,1,1514,1515,
151546,-0.007,-0.015,0.008,0.00,1,1509,1509,
152179,-0.004,-0.005,0.000,0.00,1,1515,1509,
152811,-0.021,-0.008,0.024,0.00,1,1509,1515,
153441,-0.009,-0.004,0.026,0.00,1,1507,1509,
154072,-0.020,-0.010,0.013,0.02,1,1515,1515,
154728,-0.012,-0.013,0.002,0.00,1,1509,1509,
155358,-0.002,-0.008,0.017,0.00,1,1515,1509,
155987,-0.008,-0.015,0.003,0.00,1,1509,1514,
156620,-0.007,-0.003,0.014,0.02,1,1507,1509,
157250,-0.011,-0.010,0.021,0.00,1,1515,1515,
157882,-0.014,-0.001,0.004,0.00,1,1509,1509,
158502,-0.015,-0.003,0.018,0.00,1,1515,1509,
159125,-0.016,0.014,0.014,0.00,1,1507,1515,
159780,-0.007,0.004,0.020,0.00,1,1507,1509,
160400,-0.002,0.006,0.022,0.00,1,1514,1514,
161021,-0.004,-0.003,0.012,0.00,1,1509,1509,
161641,-0.004,-0.024,0.021,0.00,1,1515,1509,
162261,-0.006,-0.010,0.011,0.00,1,1509,1514,
162878,-0.014,0.008,0.024,0.00,1,1507,1509,
163494,-0.015,-0.003,0.011,0.00,1,1514,1515,
164114,-0.011,-0.001,0.007,0.00,1,1509,1509,
164743,-0.030,-0.003,0.024,0.00,1,1514,1509,
165358,-0.008,-0.009,0.024,0.00,1,1509,1515,
165973,-0.007,-0.005,0.027,0.00,1,1507,1509,
166588,-0.006,-0.014,0.022,0.00,1,1515,1515,
167206,-0.023,-0.000,0.013,0.00,1,1509,1509,
167823,-0.002,0.001,0.008,0.00,1,1514,1509,
168439,-0.010,-0.000,0.029,0.00,1,1509,1514,
169056,-0.015,-0.010,0.013,0.00,1,1509,1509,
169701,-0.017,0.004,0.007,0.00,1,1514,1514,
170317,-0.017,-0.013,0.007,0.00,1,1509,1509,
170934,-0.022,-0.002,0.027,0.00,1,1514,1509,
171550,-0.014,0.004,-0.011,0.00,1,1509,1514,
172165,0.000,-0.009,0.018,0.02,1,1507,1509,
172781,-0.020,0.000,0.018,0.00,1,1514,1514,
173397,-0.012,-0.003,0.024,0.00,1,1507,1507,
174015,-0.010,-0.006,0.005,0.00,1,1514,1509,
174674,-0.013,0.007,0.006,0.00,1,1509,1509,
175290,-0.016,0.000,0.023,0.00,1,1514,1515,
175906,-0.014,-0.014,0.036,0.00,1,1507,1515,
176523,-0.010,-0.014,0.028,0.00,1,1514,1509,
177139,-0.011,-0.005,0.017,0.00,1,1515,1514,
177754,-0.010,-0.008,0.015,0.00,1,1509,1509,
178371,-0.001,-0.014,0.022,0.00,1,1514,1515,
178990,-0.016,-0.017,0.015,0.00,1,1509,1515,
179626,-0.015,-0.011,-0.004,0.00,1,1514,1509,
180242,-0.013,-0.009,0.030,0.00,1,1515,1515,
180858,-0.013,-0.009,0.018,0.00,1,1509,1509,
181474,-0.010,-0.018,0.030,0.00,1,1509,1515,
182093,-0.012,-0.018,0.025,0.02,1,1514,1509,
182709,-0.021,-0.008,0.015,0.00,1,1514,1515,
183325,0.000,-0.012,0.004,0.00,1,1509,1509,
183945,-0.008,0.006,0.004,0.00,1,1515,1509,
184591,0.004,-0.017,0.006,0.00,1,1509,1514,
185209,-0.001,0.012,0.014,0.00,1,1514,1509,
185824,-0.009,-0.004,0.002,0.00,1,1515,1514,
186439,-0.020,-0.015,0.021,0.01,1,1514,1509,
187056,-0.012,-0.003,0.008,0.00,1,1509,1514,
187672,-0.018,-0.008,0.020,0.00,1,1509,1509,
188288,0.004,-0.023,0.011,0.00,1,1515,1515,
188905,-0.017,0.002,0.012,0.00,1,1507,1513,
189565,-0.007,-0.000,0.016,0.00,1,1514,1509,
190185,0.005,0.008,0.011,0.00,1,1507,1515,
190800,-0.009,-0.001,0.030,0.00,1,1509,1509,
191416,-0.011,-0.011,0.010,0.04,1,1509,1515,
192047,0.000,-0.018,0.002,0.00,1,1514,1509,
192675,-0.017,0.013,0.014,0.00,1,1514,1514,
193291,-0.017,-0.024,0.015,0.00,1,1514,1509,
