Tempo	WOW	HP	VCAS	PTstatic	PTtotal	RPM	XGPS	YGPS	ZGPS	RPME	Taxa de giro em X	Taxa de giro em Y	Taxa de giro em Z	Aceleração em X	Aceleração em Y	Aceleração em Z	Pitch	Roll	Pressao estática	Pressao total	Temperatura	Densidade do ar	Altitude relativa	Tempo GPS	Latitude	Longitude	Direção de curso	Velocidade GPS	Nivel de fixação GPS	Pressao Dinamica	Wow raw	Distância	Distancia referência	
seg	bit	ft	m/s	PA	PA	rpm	m	m	m	Rpd	º/s	º/s	º/s	g	g	g	º	º	PA	PA	ºC	Kg/m³	m	-	º	º	º	m/s	-	PA	bit	cm	cm	
52651.6709	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.89	-3.22	-0.29	-0.18	0.22	0.96	12.94	10.34	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.6964	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-3.05	-3.33	-0.27	-0.18	0.23	0.96	13.44	10.07	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.7167	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.76	-3.16	-0.35	-0.18	0.22	0.96	12.65	10.42	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.7352	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.81	-3.39	-0.21	-0.18	0.23	0.96	13.17	10.54	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.7516	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.95	-3.21	-0.27	-0.18	0.23	0.96	13.21	10.25	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.7762	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.90	-3.15	-0.26	-0.18	0.23	0.96	13.29	10.50	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.7977	1	-24.851	0.0000	101416.015	101416.015	23.014	0	0	0	19.981	-2.93	-3.28	-0.21	-0.17	0.23	0.97	12.95	9.81	101416.015	101416.015	26.159	1.180	-0.062	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.8147	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-3.01	-3.24	-0.32	-0.18	0.22	0.96	12.91	10.62	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.8328	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-2.96	-3.16	-0.38	-0.18	0.23	0.97	12.91	10.28	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.8508	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-2.98	-3.42	-0.34	-0.18	0.23	0.96	13.21	10.47	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.8677	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-2.85	-3.33	-0.12	-0.18	0.23	0.96	13.36	10.23	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.8846	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-2.96	-3.33	-0.37	-0.18	0.23	0.96	13.14	10.15	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.9015	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-3.01	-3.40	-0.24	-0.18	0.23	0.96	13.06	10.26	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.9183	1	-24.935	0.0000	101416.320	101416.320	23.014	0	0	0	19.981	-2.92	-3.33	-0.40	-0.18	0.23	0.96	13.01	10.14	101416.320	101416.320	26.156	1.180	-0.087	None	0.000000	0.000000	0	0	1	0	1	50	0	
52651.9389	1	-24.823	0.0000	101415.911	101415.911	22.339	0	0	0	17.763	-2.82	-3.34	-0.20	-0.19	0.23	0.96	13.24	10.81	101415.911	101415.911	26.159	1.180	-0.053	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0161	1	-24.823	0.0000	101415.911	101415.911	22.339	0	0	0	17.763	-3.07	-3.18	-0.27	-0.18	0.23	0.96	13.10	10.24	101415.911	101415.911	26.159	1.180	-0.053	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0330	1	-24.823	0.0000	101415.911	101415.911	22.339	0	0	0	17.763	-2.85	-3.28	-0.20	-0.18	0.23	0.96	13.41	10.30	101415.911	101415.911	26.159	1.180	-0.053	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0498	1	-24.823	0.0000	101415.911	101415.911	22.339	0	0	0	17.763	-3.05	-3.16	-0.17	-0.18	0.23	0.96	13.26	10.24	101415.911	101415.911	26.159	1.180	-0.053	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0703	1	-25.906	0.0000	101419.879	101419.879	22.339	0	0	0	17.763	-3.01	-3.01	-0.26	-0.18	0.23	0.96	12.97	10.20	101419.879	101419.879	26.159	1.180	-0.383	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0837	1	-25.906	0.0000	101419.879	101419.879	22.339	0	0	0	17.763	-3.07	-3.15	-0.29	-0.19	0.22	0.96	12.98	10.80	101419.879	101419.879	26.159	1.180	-0.383	None	0.000000	0.000000	0	0	1	0	1	50	0	
52652.0965	1	-25.906	0.0000	101419.879	101419.879	22.339	0	0	0	17.763	-3.07	-3.15	-0.29	-0.19	0.22	0.96	12.98	10.80	101419.879	101419.879	26.159	1.180	-0.383	None	0.000000	0.000000	0	0	1	0	1	50	0	
