Tempo,Corrente1,Corrente2,Corrente3,Tensão Bateria,PWM1,PWM2,PWM3,
209204,-0.004,0.066,-0.001,0.04,1,1509,1509,
209624,-0.005,0.029,0.020,0.00,1,1514,1509,
210042,0.006,0.065,0.013,0.06,3,1507,1514,
210461,-0.007,0.039,0.023,0.00,1,1509,1509,
210879,-0.000,0.042,0.013,0.00,19,1515,1514,
211294,-0.019,0.045,0.012,0.00,1,1509,1507,
211709,-0.021,0.061,0.024,0.00,1,1511,1509,
212125,0.004,0.058,0.023,0.00,4,1509,1515,
212544,0.006,0.070,0.023,0.01,1,1509,1507,
212964,-0.005,0.042,0.020,0.00,1,1515,1514,
213406,0.244,0.002,0.059,0.00,3,2086,1509,
213825,0.153,0.072,0.045,0.00,1,2086,1509,
214243,-0.010,0.048,0.018,0.00,3,1977,1514,
214662,0.510,0.073,0.090,0.04,3,1511,1509,
215079,0.003,0.096,0.020,0.06,1,1515,1515,
215498,0.107,0.068,0.020,0.00,3,1507,1509,
215917,0.002,0.042,0.020,0.00,4,1515,1509,
216334,-0.007,0.072,0.045,0.00,1,1509,1515,
216757,0.038,0.062,0.008,0.00,4,2086,1507,
217192,0.057,0.052,0.025,0.00,1,2085,1514,
217623,-0.014,0.024,0.015,0.00,4,2086,1509,
218065,0.006,0.042,0.001,0.00,11,2086,1514,
218522,0.011,0.075,0.012,0.00,1,2085,1514,
218958,-0.011,0.037,0.015,0.01,4,2085,1509,
219395,-0.000,0.051,0.021,0.00,3,2085,1515,
219834,-0.002,0.053,0.019,0.00,1,2086,1509,
220266,0.007,0.047,0.019,0.06,3,2086,1515,
220695,-0.003,0.054,0.003,0.00,3,2086,1515,
221127,0.023,0.051,0.020,0.00,1,2086,1509,
221553,0.014,0.048,0.029,0.00,3,2086,1514,
221977,-0.010,0.051,0.015,0.00,1,2086,1509,
222413,-0.006,0.030,0.007,0.00,1,2086,1515,
222853,0.009,0.056,0.033,0.00,3,2086,1514,
223310,-0.007,0.056,0.020,0.00,1,2085,1509,
223745,0.003,0.060,0.036,0.00,3,2086,1515,
224179,0.004,0.081,0.005,0.00,4,2086,1509,
224613,-0.005,0.050,0.021,0.00,1,2085,1514,
225048,0.020,0.029,0.026,0.00,19,2086,1515,
225486,0.004,0.067,0.029,0.00,1,2086,1509,
225925,-0.004,0.036,0.024,0.00,1,2086,1515,
226356,0.005,0.026,0.005,0.00,10,2085,1509,
226775,0.018,0.053,-0.003,0.04,1,2086,1514,
227193,0.006,0.063,0.020,0.00,10,2086,1514,
227616,-0.009,0.070,0.021,0.00,2,2086,1509,
228043,-0.007,0.071,0.046,0.08,1,2085,1514,
228497,0.015,0.071,0.030,0.00,19,2086,1509,
228923,-0.013,0.048,0.027,0.00,3,2085,1515,
229346,-0.016,0.048,0.014,0.00,1,2086,1514,
229772,-0.003,0.056,0.010,0.05,2,2085,1509,
230197,0.008,0.047,0.023,0.05,1,2086,1515,
230622,-0.018,0.014,0.002,0.01,28,2086,1507,
231047,-0.002,0.046,0.014,0.00,3,2085,1514,
231470,-0.006,-0.010,0.014,0.00,1,2085,1515,
231896,-0.004,0.028,0.013,0.01,3,2086,1507,
232320,-0.006,0.041,0.019,0.00,11,2086,1514,
232753,0.013,0.048,0.027,0.00,1,2086,1509,
233219,0.009,0.069,0.017,0.08,20,2086,1515,
233651,0.002,0.063,0.005,0.00,1,2086,1515,
234084,0.002,0.052,0.010,0.00,1,2086,1507,
234518,0.171,0.060,0.034,0.00,4,2080,1514,
234947,0.242,0.039,0.037,0.00,1,2085,1509,
235372,0.250,0.078,0.050,0.00,3,2086,1515,
235801,0.226,0.066,0.037,0.00,4,2086,1509,
236229,0.095,0.082,0.032,0.00,1,1849,1509,
236648,0.061,0.067,0.022,0.01,27,1608,1515,
237065,0.159,0.043,0.021,0.00,1,1576,1509,
237484,0.134,0.062,0.029,0.00,1,1938,1514,
237907,0.285,0.015,0.038,0.00,3,2086,1509,
238362,0.205,0.049,0.029,0.00,1,2085,1507,
238787,0.278,0.043,0.047,0.01,2,2086,1514,
239211,0.150,0.044,0.014,0.18,3,1910,1509,
239633,0.097,0.060,0.017,0.01,1,1795,1514,
240056,0.283,0.078,0.062,0.04,3,1594,1509,
240481,0.075,0.072,0.004,0.00,20,1514,1509,
240908,0.105,0.056,0.038,0.00,1,1509,1515,
241328,0.194,0.072,0.038,0.16,2,1507,1507,
241750,0.213,0.027,0.048,0.04,1,1514,1515,
242167,0.082,0.039,0.030,0.00,1,1509,1509,
242585,0.005,0.045,0.014,0.08,3,1514,1509,
243005,-0.009,0.035,0.010,0.00,1,1509,1515,
243435,0.003,0.047,0.020,0.00,25,1510,1509,
243854,-0.011,0.074,0.006,0.00,2,1515,1515,
244273,0.001,0.046,0.012,0.00,1,1509,1509,
244690,-0.012,0.041,0.019,0.00,25,1514,1509,
245110,-0.011,0.075,0.005,0.00,3,1507,1515,
245530,0.005,0.022,0.000,0.00,1,1514,1509,
245948,0.004,0.074,-0.002,0.00,2,1515,1515,
246361,0.004,0.051,0.014,0.00,1,1507,1509,
246776,-0.019,0.003,-0.002,0.01,1,1514,1511,
247194,0.006,0.068,0.021,0.00,3,1509,1515,
247613,-0.008,0.059,0.020,0.08,1,1515,1509,
248033,-0.009,0.064,0.033,0.05,2,1514,1514,
248484,-0.008,0.053,0.029,0.00,2,1509,1509,
248903,-0.020,0.000,0.026,0.00,1,1514,1514,
249321,-0.006,0.032,0.016,0.00,3,1509,1514,
249739,0.006,0.067,0.029,0.04,1,1514,1509,
250158,-0.005,0.034,0.004,0.00,1,1515,1515,
250579,0.002,0.040,0.015,0.00,1,1507,1509,
251006,-0.012,0.078,0.005,0.00,1,1514,1515,
251425,-0.014,0.062,0.029,0.06,2,1507,1515,
251844,-0.002,0.053,0.030,0.00,1,1514,1509,
252261,-0.003,0.035,0.038,0.00,1,1514,1514,
252679,-0.008,0.070,0.026,0.06,1,1507,1509,
253115,-0.004,0.045,0.025,0.00,1,1514,1515,
253533,0.012,0.097,0.038,0.01,1,1509,1515,
253955,0.001,0.078,0.028,0.00,1,1515,1509,
254376,0.006,0.067,0.009,0.00,1,1514,1515,
254800,0.010,0.063,0.013,0.05,24,1509,1509,
255232,-0.014,0.037,0.014,0.08,25,1514,1514,
255663,-0.011,-0.002,0.009,0.00,1,1509,1515,
256091,-0.010,0.046,0.009,0.00,1,1515,1509,
256515,-0.003,0.058,0.003,0.00,19,1514,1514,
256943,-0.003,0.054,0.033,0.00,1,1510,1509,
257376,-0.007,0.053,0.029,0.00,1,1515,1515,
257812,0.001,0.049,0.010,0.00,1,1510,1515,
258260,-0.006,0.056,0.024,0.00,1,1516,1509,
258679,0.000,0.064,0.042,0.00,25,1515,1515,
259099,0.002,0.067,0.013,0.06,1,1510,1509,
259519,0.011,0.052,0.018,0.00,1,1516,1514,
259939,0.005,0.044,0.015,0.00,25,1510,1515,
260366,-0.006,0.041,0.005,0.00,1,1515,1509,
260802,-0.007,0.022,0.028,0.00,25,1510,1514,
261238,-0.002,0.053,0.008,0.05,1,1510,1509,
261674,-0.015,0.064,0.013,0.07,1,1514,1515,
262107,-0.010,0.055,-0.010,0.00,1,1509,1514,
