Tempo,Corrente1,Corrente2,Corrente3,Tensão Bateria,PWM1,PWM2,PWM3,
43646,-0.006,-0.006,-0.012,0.01,1,0,0,
44062,-0.011,-0.019,0.027,0.00,3,0,0,
44478,-0.017,0.001,0.004,0.00,1,0,0,
44899,-0.020,-0.014,0.013,0.00,12,0,0,
45323,-0.008,-0.013,0.005,0.00,1,0,0,
45744,-0.006,-0.009,0.012,0.00,3,0,0,
46162,-0.012,-0.018,0.011,0.00,1,0,0,
46583,0.000,-0.005,0.005,0.00,22,0,0,
46999,-0.007,0.005,0.024,0.00,1,0,0,
47417,-0.002,-0.020,0.012,0.00,4,0,0,
47829,-0.005,-0.013,0.011,0.00,1,0,0,
48268,-0.001,-0.022,0.021,0.00,4,0,0,
48682,-0.000,-0.007,0.002,0.00,1,0,0,
49098,-0.014,-0.022,0.021,0.00,3,0,0,
49528,-0.012,-0.006,0.016,0.00,1,0,0,
49964,-0.020,-0.011,0.010,0.00,3,0,0,
50398,-0.015,-0.018,0.013,0.00,1,0,0,
50828,-0.005,-0.002,0.013,0.00,3,0,0,
51261,-0.008,-0.003,0.029,0.00,1,0,0,
51693,-0.017,-0.009,0.017,0.00,3,0,0,
52127,-0.011,-0.022,0.011,0.00,1,0,0,
52561,-0.004,-0.010,0.008,0.00,18,0,0,
52998,-0.001,-0.018,0.007,0.00,1,1509,1507,
53446,-0.001,0.066,0.006,0.00,1,1514,1507,
53879,0.149,0.081,0.028,0.04,3,1519,1514,
54310,0.032,0.067,0.031,0.00,3,1514,1507,
54741,-0.004,0.043,-0.000,0.00,1,1514,1514,
55174,0.005,0.052,0.007,0.00,3,1509,1507,
55611,0.007,0.094,0.012,0.00,3,1515,1514,
56046,-0.016,0.058,0.023,0.00,1,1509,1514,
56465,0.003,0.069,0.013,0.05,3,1515,1507,
56881,0.005,0.031,0.010,0.00,19,1514,1514,
57296,0.019,0.063,0.032,0.07,1,1509,1507,
57713,-0.008,0.077,0.000,0.00,3,1514,1513,
58150,-0.007,0.071,0.028,0.00,1,1509,1514,
58564,-0.001,0.059,0.037,0.00,1,1514,1509,
58979,-0.010,0.072,0.011,0.00,3,1515,1514,
59397,0.006,0.067,0.031,0.00,1,1507,1507,
59813,-0.008,0.051,0.020,0.00,20,1515,1514,
60229,-0.011,0.091,-0.000,0.00,3,1518,1513,
60644,0.075,0.050,0.006,0.00,1,1681,1507,
61059,0.223,0.066,0.036,0.02,3,1908,1514,
61485,0.148,0.055,0.026,0.15,19,2086,1507,
61910,0.003,0.081,0.009,0.00,1,2086,1514,
62327,0.004,0.068,0.017,0.00,3,2086,1514,
62742,0.223,0.049,0.056,0.01,4,1910,1507,
63184,0.426,0.038,0.063,0.00,1,1485,1514,
63600,0.066,0.064,0.023,0.00,6,1509,1509,
64016,0.004,0.072,0.018,0.00,1,1514,1446,
64432,0.016,0.163,0.042,0.07,1,1509,1263,
64849,0.019,0.142,0.037,0.00,2,1516,1141,
65265,0.004,0.147,0.039,0.01,1,1516,1141,
65680,0.000,0.030,0.029,0.00,1,1509,1179,
66096,-0.003,0.147,0.035,0.07,3,1515,1263,
66516,0.001,0.116,0.035,0.00,1,1509,1440,
66938,0.006,0.109,0.027,0.00,20,1515,1507,
67361,0.003,0.085,0.021,0.05,3,1507,1514,
67789,0.007,0.054,0.014,0.00,1,1509,1507,
68245,0.054,0.020,0.034,0.01,3,2086,1484,
68667,0.201,0.051,0.041,0.08,4,1644,1510,
69091,0.170,0.043,0.049,0.18,1,1515,1484,
69514,0.105,0.134,0.037,0.00,4,1519,1343,
69937,0.234,0.083,0.034,0.20,3,1642,1507,
70360,0.411,0.093,0.065,0.00,1,2086,1514,
70783,0.178,0.080,0.023,0.00,4,1800,1498,
71208,0.075,0.146,0.033,0.00,1,1515,1438,
71649,0.083,0.098,0.031,0.08,1,1506,1304,
72074,0.012,0.168,0.020,0.00,11,1509,1175,
72510,0.017,0.137,0.024,0.00,1,1514,1690,
72946,0.010,0.161,0.025,0.00,1,1509,1792,
73402,0.018,0.155,0.035,0.00,3,1514,1786,
73826,0.014,0.135,0.024,0.00,1,1509,1516,
74253,0.005,0.145,0.017,0.00,3,1509,1358,
74685,0.002,0.097,0.027,0.00,2,1514,1141,
75120,0.005,0.144,0.035,0.00,1,1507,1136,
75557,-0.011,-0.010,0.000,0.00,19,1514,1166,
75994,-0.006,-0.022,0.027,0.00,3,1509,1166,
76430,-0.003,0.087,0.018,0.00,1,1507,1246,
76868,0.010,0.113,0.039,0.00,20,1514,1406,
77284,0.186,0.109,0.054,0.02,1,1561,1507,
77700,0.114,0.069,0.026,0.00,1,1875,1507,
78138,0.243,0.068,0.032,0.00,20,2086,1514,
78555,-0.012,0.058,0.021,0.00,1,2086,1507,
78972,-0.001,0.089,0.031,0.01,19,2086,1514,
79397,0.008,0.040,0.032,0.00,2,2086,1507,
79821,0.005,0.068,0.018,0.00,1,2086,1509,
80246,0.005,0.053,0.026,0.00,3,2086,1514,
80671,0.172,0.079,0.024,0.12,11,2003,1507,
81095,0.070,0.053,0.027,0.00,1,1938,1514,
81525,0.148,0.066,0.050,0.00,3,1733,1507,
81956,0.307,0.098,0.058,0.01,22,1515,1514,
82386,-0.009,0.051,0.027,0.00,2,1509,1514,
82823,-0.007,0.044,0.025,0.00,4,1524,1509,
83293,0.114,0.056,0.032,0.00,1,1854,1514,
83731,0.189,0.107,0.022,0.01,1,2085,1507,
84169,-0.002,0.071,0.000,0.00,4,2085,1514,
84606,-0.013,0.054,0.003,0.00,1,2086,1514,
85042,0.012,0.057,0.021,0.00,1,2086,1507,
85470,-0.021,0.060,0.017,0.05,3,2086,1514,
85901,-0.005,0.032,0.015,0.00,1,2086,1509,
86331,-0.010,0.032,0.008,0.00,12,2086,1514,
86759,0.007,0.070,0.017,0.01,2,2086,1514,
87185,0.003,0.089,0.023,0.00,1,2085,1509,
87606,-0.007,0.059,0.006,0.00,3,2086,1513,
88021,-0.010,0.071,0.017,0.00,3,2086,1507,
88474,0.010,0.062,0.015,0.00,1,2086,1514,
88890,0.017,0.055,0.011,0.00,3,2086,1514,
89309,-0.012,0.056,0.025,0.00,1,2085,1507,
89728,0.004,0.062,0.005,0.00,1,2086,1514,
90144,-0.005,0.054,0.025,0.00,19,2085,1509,
90562,-0.020,0.057,0.018,0.07,1,2086,1513,
90978,-0.019,0.071,0.006,0.00,3,2085,1514,
91395,-0.010,0.029,0.028,0.00,2,2086,1507,
91810,0.006,0.039,0.014,0.00,1,2085,1514,
92230,-0.004,0.051,0.002,0.00,20,2086,1509,
92648,-0.005,0.027,0.013,0.00,3,2085,1514,
93064,0.011,0.054,0.026,0.00,1,2085,1514,
93480,0.061,0.087,0.032,0.00,2,1898,1507,
93908,0.043,0.036,0.013,0.08,1,1598,1514,
94339,0.039,0.055,0.040,0.00,1,1509,1507,
94773,0.001,0.063,0.011,0.00,2,1515,1514,
95206,-0.009,0.077,0.025,0.00,1,1507,1514,
95640,0.005,0.049,0.016,0.01,1,1515,1507,
96076,0.003,0.050,0.020,0.00,2,1509,1514,
96505,0.002,0.075,0.000,0.00,1,1506,1507,
96938,0.026,0.053,0.011,0.00,3,1414,1514,
97367,0.116,0.051,0.012,0.00,3,1274,1507,
97792,0.077,0.067,0.038,0.01,1,1148,1507,
98245,0.260,0.052,0.037,0.07,3,1413,1514,
98672,0.044,0.046,0.023,0.00,1,1509,1507,
99095,0.001,0.063,0.015,0.00,1,1515,1514,
99517,-0.003,0.070,0.013,0.01,2,1514,1507,
99942,0.140,0.073,0.027,0.00,1,1545,1507,
100363,0.094,0.054,0.021,0.00,79,1591,1514,
100786,0.030,0.030,0.027,0.09,3,1509,1507,
101199,0.145,0.078,0.025,0.00,1,1329,1514,
101626,0.147,0.031,0.019,0.00,3,1187,1507,
102051,-0.005,0.048,0.023,0.00,12,1123,1509,
102467,-0.004,0.069,0.016,0.00,1,1115,1514,
102895,-0.002,0.056,0.026,0.00,2,1123,1507,
103327,-0.010,0.043,0.024,0.00,1,1123,1513,
103745,-0.013,0.064,0.019,0.00,1,1121,1507,
104163,-0.008,0.042,0.018,0.00,4,1121,1507,
104580,-0.013,0.067,0.018,0.00,1,1116,1514,
105003,0.003,0.066,0.035,0.01,28,1123,1507,
105421,-0.022,0.054,0.006,0.00,3,1123,1514,
105840,0.002,0.052,0.018,0.00,1,1121,1507,
106259,-0.010,0.060,0.015,0.00,52,1123,1507,
106676,-0.017,0.077,0.008,0.12,1,1119,1514,
107093,-0.004,0.080,0.019,0.00,1,1123,1507,
107511,0.150,0.051,0.039,0.00,5314,1233,1514,
107929,0.058,0.053,0.028,0.02,1,1418,1509,
108378,0.099,0.036,0.022,0.00,1,1514,1514,
108797,0.003,0.044,0.012,0.00,3,1509,1514,
109212,0.121,0.059,0.017,0.00,1,1520,1507,
109628,0.098,0.062,0.034,0.01,1,1804,1514,
110046,0.141,0.046,0.039,0.00,3,2031,1509,
110472,-0.001,0.063,0.020,0.04,1,2085,1514,
110890,-0.009,0.066,0.009,0.12,14,2086,1514,
111308,-0.002,0.075,0.012,0.00,2,2086,1509,
111727,-0.008,0.051,0.017,0.00,1,2086,1514,
112144,-0.006,0.102,0.015,0.00,3,2044,1507,
112561,0.014,0.010,0.027,0.02,20,1515,1514,
112980,0.047,0.067,0.020,0.00,1,1509,1514,
113421,-0.002,-0.023,0.013,0.00,3,1514,1507,
113849,-0.007,0.050,0.015,0.00,1,1514,1514,
114274,0.004,0.051,0.021,0.02,82,1509,1507,
114700,-0.014,0.068,0.008,0.00,20,1515,1514,
115126,0.007,0.020,0.027,0.09,1,1522,1514,
115552,-0.003,0.062,0.016,0.00,2,1509,1507,
115977,-0.010,0.070,0.024,0.00,3,1514,1514,
116403,0.012,0.075,0.005,0.00,1,1509,1402,
116830,0.000,0.125,0.027,0.00,3,1514,1141,
117255,0.007,0.159,0.020,0.00,1,1509,1142,
117681,0.007,0.134,0.018,0.00,1,1514,1141,
118119,0.023,0.129,0.020,0.00,98,1515,1141,
118580,-0.007,-0.012,0.018,0.00,1,1509,1175,
119007,0.016,0.080,0.029,0.00,1,1514,1141,
119436,0.014,0.126,0.018,0.00,3,1507,1141,
119863,-0.001,0.118,0.026,0.00,1,1515,1141,
120290,0.015,0.077,0.017,0.07,1,1513,1255,
120715,0.012,0.124,0.025,0.02,2,1509,1507,
121140,0.014,0.064,0.002,0.00,1,1514,1515,
121567,0.014,0.113,0.027,0.00,4,1509,1142,
121990,-0.002,0.037,0.010,0.00,19,1514,1331,
122414,-0.018,0.042,0.013,0.00,1,1509,1515,
122837,0.064,0.057,0.002,0.02,4,1942,1509,
123288,0.043,0.059,0.024,0.00,19,2085,1515,
123714,0.071,0.040,0.024,0.01,1,1553,1510,
124134,0.059,0.060,0.031,0.00,6,1514,1509,
124555,-0.003,0.070,0.010,0.00,1,1509,1515,
124978,0.003,0.057,0.027,0.00,6,1509,1509,
125411,-0.009,0.055,0.014,0.00,19,1515,1515,
125848,-0.010,0.043,0.030,0.00,1,1509,1509,
126280,-0.027,0.056,0.023,0.00,12,1515,1509,
126713,0.008,0.048,0.013,0.00,3,1509,1515,
127150,0.004,0.066,0.028,0.00,1,1509,1509,
127574,0.005,0.082,0.019,0.02,11,1514,1514,
128003,0.004,-0.006,0.030,0.00,1,1509,1509,
128470,-0.006,0.102,0.016,0.00,1,1514,1509,
128895,-0.008,0.061,0.022,0.00,4,1507,1515,
129319,-0.012,0.048,0.023,0.00,1,1507,1509,
129746,0.012,0.069,0.016,0.00,1,1515,1515,
130179,-0.009,0.029,0.025,0.00,4,1509,1509,
130609,-0.000,0.053,0.009,0.00,1,1514,1509,
131042,-0.002,0.043,0.016,0.00,12,1507,1514,
131470,-0.003,0.045,0.007,0.02,3,1509,1509,
131902,-0.005,0.071,0.024,0.00,1,1514,1514,
132338,0.010,0.063,0.034,0.00,3,1507,1509,
132775,0.000,0.050,0.024,0.02,3,1514,1509,
133239,0.005,0.070,0.025,0.00,1,1509,1515,
133673,-0.011,0.050,0.007,0.00,3,1515,1509,
134102,0.217,0.061,0.042,0.00,19,1644,1514,
134537,0.033,0.054,0.012,0.00,1,2045,1509,
134974,0.014,0.051,0.028,0.00,6,1468,1509,
135409,0.242,0.051,0.032,0.00,1,1514,1514,
135850,0.161,0.044,0.055,0.00,4,1565,1507,
136286,0.082,0.049,0.022,0.00,2,1513,1515,
136722,-0.004,0.041,0.025,0.00,1,1505,1509,
137159,-0.000,0.049,0.019,0.00,4,1513,1515,
137584,0.000,0.046,0.003,0.00,12,1506,1515,
138009,0.023,0.043,0.009,0.00,1,1515,1509,
138441,0.008,0.083,0.018,0.00,3,1515,1515,
138862,-0.000,0.078,0.016,0.00,12,1509,1509,
139283,0.000,0.043,0.015,0.00,1,1515,1515,
139701,-0.009,0.034,0.003,0.00,3,1509,1515,
140120,0.005,0.086,0.014,0.00,1,1514,1507,
140537,0.010,0.068,0.017,0.00,1,1514,1514,
140956,-0.001,0.070,0.025,0.00,3,1507,1509,
141374,-0.010,0.055,0.001,0.05,1,1514,1514,
141791,0.000,0.052,0.009,0.00,1,1509,1515,
142211,-0.010,0.040,0.022,0.00,3,1515,1509,
142627,0.009,0.053,0.010,0.00,1,1514,1514,
143045,-0.009,0.029,0.023,0.01,2,1509,1507,
143495,0.007,0.045,0.031,0.00,12,1514,1515,
143914,0.003,0.049,0.021,0.00,1,1509,1514,
144331,0.004,0.050,0.023,0.00,3,1514,1509,
144744,-0.011,0.031,0.013,0.00,2,1515,1515,
145162,-0.010,0.074,0.011,0.00,1,1509,1507,
145579,0.005,0.052,0.012,0.00,3,1532,1515,
145997,0.132,0.041,0.036,0.08,1,1619,1515,
146417,0.201,0.066,0.027,0.00,1,1644,1509,
146832,0.170,0.059,0.037,0.00,6,1663,1515,
147247,-0.004,0.074,0.031,0.00,1,1660,1509,
147663,-0.010,0.048,0.022,0.00,1,1657,1514,
148094,0.067,0.053,0.013,0.00,4,1654,1514,
148543,-0.011,0.030,0.024,0.00,1,1649,1507,
148978,0.123,0.059,0.024,0.00,2,1653,1515,
149401,-0.006,0.059,0.033,0.00,3,1653,1509,
149819,-0.000,0.089,0.020,0.00,1,1656,1515,
150244,0.006,0.074,0.029,0.00,3,1653,1514,
150666,0.075,0.050,0.035,0.00,3,1654,1509,
151086,0.097,0.031,0.036,0.00,1,1661,1514,
151503,0.196,0.052,0.033,0.00,1,1669,1509,
151919,0.204,0.036,0.029,0.00,1,1682,1515,
152339,0.148,0.080,0.034,0.00,1,1688,1509,
152759,0.214,0.060,0.025,0.11,2,1704,1509,
153208,0.167,0.057,0.043,0.00,1,1721,1514,
153626,0.216,0.059,0.050,0.00,28,1736,1509,
154044,0.207,0.067,0.032,0.00,27,1745,1515,
154460,0.171,0.050,0.048,0.00,1,1740,1509,
154876,0.209,0.093,0.031,0.00,58,1751,1509,
155295,0.114,0.078,0.045,0.06,3,1770,1514,
155715,0.211,0.070,0.049,0.18,1,1793,1509,
156139,0.209,0.050,0.048,0.00,49,1816,1515,
156562,0.003,0.073,0.012,0.01,1,1797,1509,
156988,0.092,0.055,0.018,0.00,1,1782,1509,
157410,0.000,0.055,0.011,0.00,3,1780,1514,
157832,0.166,0.051,0.036,0.00,1,1801,1509,
158277,0.096,0.059,0.046,0.00,1,1805,1515,
158696,0.179,0.048,0.036,0.00,27,1507,1509,
159115,0.007,0.043,0.018,0.00,1,1514,1509,
159532,0.001,0.055,0.020,0.00,4,1509,1514,
159950,0.001,0.047,0.026,0.00,3,1509,1509,
160368,0.009,0.059,0.027,0.00,1,1514,1514,
160785,0.005,0.055,0.017,0.02,27,1509,1509,
161203,0.011,0.035,0.010,0.00,1,1515,1509,
161619,-0.011,0.034,0.001,0.00,1,1509,1515,
162034,0.002,0.057,0.042,0.00,27,1514,1509,
162452,0.005,0.050,0.017,0.04,1,1514,1514,
162871,-0.003,0.082,0.015,0.00,1,1509,1507,
163312,-0.014,0.074,0.023,0.00,1,1514,1510,
163732,-0.005,0.070,0.031,0.00,1,1507,1515,
164149,-0.002,0.075,0.004,0.00,27,1511,1507,
164567,-0.014,0.047,0.017,0.00,3,1514,1514,
164985,0.004,0.071,0.028,0.00,1,1503,1509,
165403,0.116,0.070,0.013,0.00,24,1515,1515,
165836,-0.002,0.063,0.026,0.00,56,1507,1515,
166267,0.084,0.063,0.027,0.00,1,1522,1509,
166695,-0.005,0.046,0.011,0.00,3,1515,1515,
167132,-0.015,0.056,0.018,0.00,1,1510,1507,
167566,-0.010,0.059,0.023,0.01,1,1515,1515,
168002,-0.005,0.044,0.024,0.00,12,1507,1515,
168477,-0.004,0.041,0.019,0.00,1,1514,1509,
168917,-0.012,0.072,0.026,0.00,3,1515,1515,
169338,0.007,0.051,0.032,0.00,10,1507,1509,
169759,0.016,0.061,0.012,0.00,1,1515,1515,
170181,0.001,0.052,0.026,0.00,3,1507,1515,
170602,0.012,0.055,0.025,0.01,3,1515,1509,
171023,-0.004,0.078,0.007,0.00,1,1514,1514,
171444,0.008,0.049,0.030,0.00,19,1507,1509,
171869,-0.010,0.034,0.028,0.00,1,1515,1515,
172290,-0.001,0.052,0.020,0.00,1,1510,1515,
172710,0.268,0.056,0.070,0.00,4,1544,1509,
173157,0.047,0.079,0.036,0.00,1,1565,1514,
173578,0.161,0.069,0.034,0.05,4,1552,1509,
173998,0.344,0.055,0.072,0.00,4,1577,1514,
174413,0.317,0.086,0.058,0.06,1,1576,1515,
174829,0.292,0.046,0.052,0.00,11,1583,1509,
175253,0.440,0.048,0.075,0.19,1,1587,1515,
175676,0.318,0.055,0.073,0.13,1,1587,1509,
176108,0.087,0.055,0.020,0.00,1,1585,1515,
176537,0.381,0.079,0.082,0.00,1,1586,1515,
176960,0.394,0.077,0.064,0.18,1,1593,1509,
177386,0.429,0.074,0.067,0.18,3,1593,1515,
177814,0.406,0.082,0.044,0.09,1,1600,1509,
178273,0.128,0.071,0.007,0.00,11,1600,1515,
178705,0.267,0.065,0.033,0.00,3,1595,1514,
179135,0.464,0.028,0.069,0.16,1,1604,1509,
179565,0.372,0.059,0.052,0.00,2,1598,1514,
179998,0.280,0.075,0.047,0.11,2,1594,1509,
180429,0.481,0.087,0.081,0.00,1,1603,1515,
180862,0.535,0.077,0.108,0.00,25,1614,1507,
181279,0.577,0.097,0.102,0.01,1,1632,1509,
181697,0.605,0.076,0.097,0.07,1,1635,1515,
182115,0.531,0.086,0.078,0.04,3,1633,1509,
182533,0.512,0.058,0.097,0.00,1,1648,1514,
182960,0.229,0.040,0.034,0.00,3,1629,1509,
183403,-0.002,0.058,0.007,0.00,19,1587,1509,
183820,0.003,0.057,0.007,0.00,1,1514,1514,
184236,0.004,0.078,0.023,0.02,3,1509,1509,
184651,-0.006,0.054,0.029,0.00,4,1515,1515,
185069,0.007,0.056,0.019,0.08,1,1507,1509,
185492,0.006,0.038,0.019,0.00,12,1515,1509,
185908,0.006,0.057,0.017,0.00,1,1507,1515,
186326,-0.006,0.064,0.023,0.00,1,1509,1509,
186743,-0.007,0.061,0.017,0.00,3,1514,1515,
187161,-0.007,0.054,0.019,0.00,1,1509,1509,
187580,0.004,0.069,0.014,0.00,1,1515,1509,
187999,-0.004,0.049,0.030,0.00,4,1509,1515,
188435,-0.009,0.037,0.025,0.00,1,1514,1507,
188854,-0.009,0.052,0.012,0.02,1,1514,1514,
189272,-0.010,0.023,0.004,0.00,11,1509,1509,
189690,0.001,0.051,0.029,0.00,1,1515,1509,
190106,-0.009,0.047,0.028,0.00,4,1509,1514,
190522,-0.008,0.069,0.020,0.00,1,1515,1509,
190937,-0.000,0.072,0.021,0.00,1,1514,1514,
191358,0.008,0.058,0.024,0.00,3,1509,1509,
191775,0.001,0.048,0.020,0.00,1,1514,1514,
192192,0.007,0.068,0.015,0.04,3,1507,1514,
192614,0.004,0.048,0.008,0.00,3,1514,1509,
193051,-0.003,0.070,0.011,0.00,1,1514,1514,
193483,-0.018,0.043,0.018,0.00,3,1509,1509,
193900,0.012,0.024,0.014,0.00,3,1515,1515,
194319,-0.002,0.069,0.008,0.00,1,1509,1514,
194739,0.007,0.077,0.041,0.00,2,1514,1509,
195164,0.010,0.049,0.024,0.01,1,1514,1515,
195590,0.004,0.071,0.020,0.00,1,1509,1509,
196015,0.001,0.023,0.014,0.00,2,1514,1514,
196440,0.009,0.042,0.018,0.00,1,1509,1515,
196863,-0.005,0.075,0.013,0.00,3,1515,1509,
197287,0.014,0.045,0.019,0.00,11,1515,1515,
197714,-0.000,0.043,0.005,0.00,1,1509,1509,
198168,-0.009,0.061,0.016,0.01,10,1514,1514,
198601,0.007,0.045,0.017,0.00,1,1509,1514,
199038,0.009,0.086,0.029,0.00,1,1514,1509,
199470,0.002,0.054,0.026,0.00,3,1514,1514,
199905,0.002,0.036,0.016,0.00,1,1509,1509,
200345,-0.008,0.031,0.029,0.00,1,1514,1514,
200774,0.005,0.077,0.020,0.00,3,1509,1514,
201190,-0.000,0.070,0.038,0.00,1,1514,1509,
201610,-0.009,0.059,0.019,0.05,3,1514,1515,
202030,-0.006,0.058,0.010,0.00,4,1507,1509,
202448,0.007,0.058,0.043,0.00,1,1516,1514,
202869,0.021,0.070,0.006,0.00,3,1509,1515,
203308,-0.014,0.055,0.018,0.00,1,1515,1509,
203726,0.225,0.038,0.043,0.00,1,1577,1514,
204143,0.090,0.059,0.031,0.00,2,1838,1509,
204557,0.182,0.051,0.044,0.00,1,2085,1515,
204976,0.341,0.073,0.096,0.00,2,1805,1514,
205393,0.159,0.016,0.038,0.09,3,1515,1509,
205813,0.001,0.081,0.021,0.00,1,1509,1514,
206229,0.008,0.065,0.007,0.00,3,1509,1509,
206648,-0.004,0.047,0.006,0.02,4,1514,1515,
207069,-0.005,0.047,0.014,0.00,1,1509,1509,
207487,-0.012,0.042,0.006,0.00,3,1514,1509,
207910,0.013,0.061,0.024,0.04,1,1509,1515,
208368,0.000,0.056,0.039,0.00,1,1509,1509,
208786,-0.004,0.050,0.009,0.00,4,1514,1515,
