Tempo	WOW	HP	VCAS	PTstatic	PTtotal	RPM	XGPS	YGPS	ZGPS	RPME	Taxa de giro em X	Taxa de giro em Y	Taxa de giro em Z	Aceleração em X	Aceleração em Y	Aceleração em Z	Pitch	Roll	Pressao estática	Pressao total	Temperatura	Densidade do ar	Altitude relativa	Tempo GPS	Latitude	Longitude	Direção de curso	Velocidade GPS	Nivel de fixação GPS	Pressao Dinamica	Wow raw	Distância	Distancia referência	Corrente1	Corrente2	Corrente3	Tensão Bateria	PWM1	PWM2	PWM3	Mensagem	
seg	bit	ft	m/s	PA	PA	rpm	m	m	m	Rpd	º/s	º/s	º/s	g	g	g	º	º	PA	PA	ºC	Kg/m³	m	-	º	º	º	m/s	-	PA	bit	cm	cm	A	A	A	V	Microssec	Microssec	Microssec	str	
52095.7694	0	-285.695	0.0000	102375.327	102376.308	0	0	0	0	0	-3.47	-3.18	-0.41	1.00	0.18	0.13	10.34	-77.33	102375.327	102376.308	25.280	1.195	0.012	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.7917	0	-285.695	0.0000	102375.327	102376.308	0	0	0	0	0	-3.47	-3.18	-0.41	1.00	0.18	0.13	10.34	-77.33	102375.327	102376.308	25.280	1.195	0.012	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.8244	0	-285.534	0.0000	102374.731	102374.731	0	0	0	0	0	-3.54	-3.56	-0.46	1.00	0.19	0.14	10.68	-76.83	102374.731	102374.731	25.279	1.195	0.061	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.8464	0	-285.534	0.0000	102374.731	102374.731	0	0	0	0	0	-3.54	-3.56	-0.46	1.00	0.19	0.14	10.68	-76.83	102374.731	102374.731	25.279	1.195	0.061	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.8683	0	-285.534	0.0000	102374.731	102374.731	0	0	0	0	0	-3.47	-3.15	-0.40	1.00	0.19	0.13	10.49	-77.30	102374.731	102374.731	25.279	1.195	0.061	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.8902	0	-285.534	0.0000	102374.731	102374.731	0	0	0	0	0	-3.47	-3.15	-0.40	1.00	0.19	0.13	10.49	-77.30	102374.731	102374.731	25.279	1.195	0.061	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.9175	0	-285.534	0.0000	102374.731	102374.731	0	0	0	0	0	-3.36	-3.22	-0.44	0.88	0.19	0.14	11.76	-75.38	102374.731	102374.731	25.279	1.195	0.061	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.9402	0	-285.870	0.0000	102375.974	102375.974	0	0	0	0	0	-3.36	-3.22	-0.44	0.88	0.19	0.14	11.76	-75.38	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.9652	0	-285.870	1.2688	102375.974	102375.974	0	0	0	0	0	-3.36	-3.22	-0.44	0.88	0.19	0.14	11.76	-75.38	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52095.9872	0	-285.870	1.2688	102375.974	102375.974	0	0	0	0	0	-3.42	-3.36	-0.43	1.00	0.18	0.13	10.27	-77.34	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52096.0091	0	-285.870	1.2688	102375.974	102375.974	0	0	0	0	0	-3.42	-3.36	-0.43	1.00	0.18	0.13	10.27	-77.34	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52096.0325	0	-285.870	1.2688	102375.974	102375.974	0	0	0	0	0	-3.31	-3.16	-0.60	0.99	0.19	0.13	10.57	-77.03	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52096.0545	0	-285.870	1.2688	102375.974	102375.974	0	0	0	0	0	-3.31	-3.16	-0.60	0.99	0.19	0.13	10.57	-77.03	102375.974	102375.974	25.281	1.195	-0.042	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
52096.0765	0	-285.643	1.2688	102375.133	102376.113	0	0	0	0	0	-3.31	-3.16	-0.60	0.99	0.19	0.13	10.57	-77.03	102375.133	102376.113	25.282	1.195	0.028	None	0.000000	0.000000	0	0	1	0.980	0	0	0	0	0	0	0	0	0	0	@t#c%$0#1$	
