Tempo,Item,Taxa de giro em X,Taxa de giro em Y,Taxa de giro em Z,Aceleração em Z,Pitch,Roll,
Segundos,it,º/s,º/s,º/s,g,º,º,
62027,12798,0,0,0,0.973,0,0,
62032,12799,0,0,0,0.986,0,0,
62036,12800,0,0,0,0.987,0,0,
62041,12801,0,0,0,0.994,0,0,
62046,12802,0,0,0,0.990,0,0,
62050,12803,0,0,0,0.999,0,0,
62055,12804,0,0,0,0.999,0,0,
62060,12805,0,0,0,0.994,0,0,
62065,12806,0,0,0,0.991,0,0,
62070,12807,0,0,0,0.988,0,0,
62075,12808,0,0,0,0.986,0,0,
62080,12809,0,0,0,0.983,0,0,
62084,12810,0,0,0,0.981,0,0,
62089,12811,0,0,0,0.981,0,0,
62094,12812,0,0,0,0.964,0,0,
62098,12813,0,0,0,0.970,0,0,
62103,12814,0,0,0,0.971,0,0,
62108,12815,0,0,0,0.979,0,0,
62113,12816,0,0,0,0.980,0,0,
62118,12817,0,0,0,0.981,0,0,
62123,12818,0,0,0,0.994,0,0,
62128,12819,0,0,0,0.991,0,0,
62133,12820,0,0,0,0.992,0,0,
62138,12821,0,0,0,0.996,0,0,
62142,12822,0,0,0,1.115,0,0,
62147,12823,0,0,0,0.996,0,0,
62152,12824,0,0,0,0.984,0,0,
62157,12825,0,0,0,0.995,0,0,
62162,12826,0,0,0,0.875,0,0,
62166,12827,0,0,0,1.000,0,0,
62171,12828,0,0,0,0.986,0,0,
62177,12829,0,0,0,0.982,0,0,
62181,12830,0,0,0,0.979,0,0,
62186,12831,0,0,0,0.991,0,0,
62191,12832,0,0,0,0.994,0,0,
62196,12833,0,0,0,0.998,0,0,
62200,12834,0,0,0,1.012,0,0,
62205,12835,0,0,0,1.011,0,0,
62210,12836,0,0,0,1.000,0,0,
62215,12837,0,0,0,0.995,0,0,
62219,12838,0,0,0,0.998,0,0,
62225,12839,0,0,0,0.987,0,0,
62230,12840,0,0,0,1.007,0,0,
62235,12841,0,0,0,1.010,0,0,
62239,12842,0,0,0,1.011,0,0,
62244,12843,0,0,0,1.012,0,0,
62249,12844,0,0,0,1.014,0,0,
62254,12845,0,0,0,1.016,0,0,
62259,12846,0,0,0,1.011,0,0,
62264,12847,0,0,0,1.021,0,0,
62268,12848,0,0,0,1.021,0,0,
62273,12849,0,0,0,1.012,0,0,
62278,12850,0,0,0,1.009,0,0,
62283,12851,0,0,0,1.124,0,0,
62288,12852,0,0,0,0.997,0,0,
62293,12853,0,0,0,0.988,0,0,
62297,12854,0,0,0,0.978,0,0,
62302,12855,0,0,0,0.983,0,0,
62307,12856,0,0,0,0.995,0,0,
62312,12857,0,0,0,0.990,0,0,
62316,12858,0,0,0,0.990,0,0,
62321,12859,0,0,0,0.979,0,0,
62327,12860,0,0,0,0.984,0,0,
62331,12861,0,0,0,0.979,0,0,
62337,12862,0,0,0,0.982,0,0,
62341,12863,0,0,0,0.977,0,0,
62346,12864,0,0,0,0.980,0,0,
62351,12865,0,0,0,0.981,0,0,
62355,12866,0,0,0,0.983,0,0,
62360,12867,0,0,0,0.965,0,0,
62366,12868,0,0,0,0.976,0,0,
62370,12869,0,0,0,0.971,0,0,
62375,12870,0,0,0,0.979,0,0,
62380,12871,0,0,0,0.972,0,0,
62385,12872,0,0,0,0.977,0,0,
62390,12873,0,0,0,0.980,0,0,
62394,12874,0,0,0,0.980,0,0,
62399,12875,0,0,0,0.973,0,0,
62404,12876,0,0,0,0.981,0,0,
62409,12877,0,0,0,0.984,0,0,
62414,12878,0,0,0,0.993,0,0,
62418,12879,0,0,0,1.000,0,0,
62423,12880,0,0,0,1.000,0,0,
62428,12881,0,0,0,0.994,0,0,
62433,12882,0,0,0,0.994,0,0,
62438,12883,0,0,0,0.988,0,0,
62443,12884,0,0,0,0.988,0,0,
62448,12885,0,0,0,0.987,0,0,
62452,12886,0,0,0,0.985,0,0,
62457,12887,0,0,0,0.996,0,0,
62463,12888,0,0,0,1.011,0,0,
62467,12889,0,0,0,1.016,0,0,
62472,12890,0,0,0,1.026,0,0,
62477,12891,0,0,0,1.022,0,0,
62482,12892,0,0,0,1.024,0,0,
62486,12893,0,0,0,1.030,0,0,
62491,12894,0,0,0,1.019,0,0,
62496,12895,0,0,0,1.018,0,0,
62501,12896,0,0,0,1.009,0,0,
62506,12897,0,0,0,1.017,0,0,
62511,12898,0,0,0,1.011,0,0,
62516,12899,0,0,0,1.016,0,0,
62520,12900,0,0,0,1.000,0,0,
62525,12901,0,0,0,0.998,0,0,
62531,12902,0,0,0,0.980,0,0,
62535,12903,0,0,0,0.974,0,0,
62540,12904,0,0,0,0.975,0,0,
62545,12905,0,0,0,0.971,0,0,
62550,12906,0,0,0,0.976,0,0,
62555,12907,0,0,0,0.982,0,0,
62559,12908,0,0,0,0.979,0,0,
62565,12909,0,0,0,0.991,0,0,
62570,12910,0,0,0,0.992,0,0,
62574,12911,0,0,0,1.125,0,0,
62579,12912,0,0,0,1.122,0,0,
62584,12913,0,0,0,1.004,0,0,
62589,12914,0,0,0,1.005,0,0,
62593,12915,0,0,0,1.013,0,0,
62598,12916,0,0,0,1.018,0,0,
62603,12917,0,0,0,1.020,0,0,
62608,12918,0,0,0,1.024,0,0,
62613,12919,0,0,0,1.020,0,0,
62618,12920,0,0,0,1.020,0,0,
62623,12921,0,0,0,1.020,0,0,
62627,12922,0,0,0,1.020,0,0,
62633,12923,0,0,0,1.025,0,0,
62638,12924,0,0,0,1.018,0,0,
62642,12925,0,0,0,1.019,0,0,
62647,12926,0,0,0,1.002,0,0,
62652,12927,0,0,0,0.880,0,0,
62657,12928,0,0,0,0.995,0,0,
62662,12929,0,0,0,0.991,0,0,
62667,12930,0,0,0,0.992,0,0,
62672,12931,0,0,0,0.881,0,0,
62677,12932,0,0,0,1.003,0,0,
62681,12933,0,0,0,0.994,0,0,
62686,12934,0,0,0,1.003,0,0,
62691,12935,0,0,0,1.002,0,0,
62695,12936,0,0,0,0.998,0,0,
62700,12937,0,0,0,1.003,0,0,
62705,12938,0,0,0,0.876,0,0,
62710,12939,0,0,0,1.002,0,0,
62715,12940,0,0,0,1.000,0,0,
62720,12941,0,0,0,1.003,0,0,
62724,12942,0,0,0,1.001,0,0,
62729,12943,0,0,0,1.123,0,0,
62734,12944,0,0,0,1.002,0,0,
62739,12945,0,0,0,0.990,0,0,
62744,12946,0,0,0,0.997,0,0,
62749,12947,0,0,0,0.990,0,0,
62753,12948,0,0,0,0.985,0,0,
62758,12949,0,0,0,0.991,0,0,
62763,12950,0,0,0,0.986,0,0,
62769,12951,0,0,0,0.994,0,0,
62773,12952,0,0,0,0.991,0,0,
62778,12953,0,0,0,0.993,0,0,
62783,12954,0,0,0,0.987,0,0,
62787,12955,0,0,0,0.992,0,0,
62792,12956,0,0,0,0.981,0,0,
62797,12957,0,0,0,0.979,0,0,
62802,12958,0,0,0,0.976,0,0,
62806,12959,0,0,0,0.974,0,0,
62811,12960,0,0,0,0.974,0,0,
62817,12961,0,0,0,0.964,0,0,
62821,12962,0,0,0,0.963,0,0,
62826,12963,0,0,0,0.971,0,0,
62831,12964,0,0,0,0.973,0,0,
62836,12965,0,0,0,0.965,0,0,
62841,12966,0,0,0,0.970,0,0,
62846,12967,0,0,0,0.972,0,0,
62850,12968,0,0,0,0.968,0,0,
62855,12969,0,0,0,0.964,0,0,
62860,12970,0,0,0,0.969,0,0,
62865,12971,0,0,0,0.978,0,0,
62870,12972,0,0,0,0.985,0,0,
62875,12973,0,0,0,0.995,0,0,
62880,12974,0,0,0,1.120,0,0,
62884,12975,0,0,0,0.999,0,0,
62889,12976,0,0,0,0.995,0,0,
62894,12977,0,0,0,1.003,0,0,
62899,12978,0,0,0,1.000,0,0,
62903,12979,0,0,0,0.996,0,0,
62908,12980,0,0,0,0.996,0,0,
62913,12981,0,0,0,0.987,0,0,
62918,12982,0,0,0,0.995,0,0,
62923,12983,0,0,0,0.992,0,0,
62928,12984,0,0,0,0.991,0,0,
62932,12985,0,0,0,1.007,0,0,
62938,12986,0,0,0,1.005,0,0,
62943,12987,0,0,0,1.001,0,0,
62947,12988,0,0,0,1.003,0,0,
62952,12989,0,0,0,1.011,0,0,
62957,12990,0,0,0,1.004,0,0,
62961,12991,0,0,0,1.000,0,0,
62967,12992,0,0,0,1.000,0,0,
62972,12993,0,0,0,0.997,0,0,
62977,12994,0,0,0,1.007,0,0,
62982,12995,0,0,0,1.014,0,0,
62986,12996,0,0,0,1.015,0,0,
62991,12997,0,0,0,1.029,0,0,
62996,12998,0,0,0,1.021,0,0,
63001,12999,0,0,0,1.017,0,0,
63005,13000,0,0,0,1.025,0,0,
63010,13001,0,0,0,1.014,0,0,
63015,13002,0,0,0,1.000,0,0,
63020,13003,0,0,0,1.000,0,0,
63024,13004,0,0,0,1.123,0,0,
63030,13005,0,0,0,0.985,0,0,
63034,13006,0,0,0,0.974,0,0,
63040,13007,0,0,0,0.968,0,0,
63044,13008,0,0,0,0.978,0,0,
63049,13009,0,0,0,0.980,0,0,
63054,13010,0,0,0,0.977,0,0,
63059,13011,0,0,0,0.983,0,0,
63063,13012,0,0,0,0.971,0,0,
63069,13013,0,0,0,0.968,0,0,
63074,13014,0,0,0,0.966,0,0,
63078,13015,0,0,0,0.952,0,0,
63084,13016,0,0,0,0.967,0,0,
63088,13017,0,0,0,0.959,0,0,
63093,13018,0,0,0,0.954,0,0,
63098,13019,0,0,0,0.961,0,0,
63103,13020,0,0,0,0.973,0,0,
63107,13021,0,0,0,0.967,0,0,
63112,13022,0,0,0,0.974,0,0,
63117,13023,0,0,0,0.983,0,0,
63122,13024,0,0,0,0.979,0,0,
63126,13025,0,0,0,0.979,0,0,
63131,13026,0,0,0,0.980,0,0,
63136,13027,0,0,0,0.985,0,0,
63142,13028,0,0,0,0.985,0,0,
63146,13029,0,0,0,0.979,0,0,
63151,13030,0,0,0,0.988,0,0,
63156,13031,0,0,0,0.995,0,0,
63161,13032,0,0,0,1.010,0,0,
63166,13033,0,0,0,1.017,0,0,
63171,13034,0,0,0,1.009,0,0,
63176,13035,0,0,0,1.015,0,0,
63180,13036,0,0,0,0.997,0,0,
63185,13037,0,0,0,1.007,0,0,
63190,13038,0,0,0,1.002,0,0,
63195,13039,0,0,0,1.004,0,0,
63200,13040,0,0,0,1.009,0,0,
63205,13041,0,0,0,1.024,0,0,
63209,13042,0,0,0,1.023,0,0,
63214,13043,0,0,0,1.031,0,0,
63219,13044,0,0,0,1.026,0,0,
63224,13045,0,0,0,1.010,0,0,
63228,13046,0,0,0,1.026,0,0,
63233,13047,0,0,0,1.023,0,0,
63238,13048,0,0,0,1.025,0,0,
63243,13049,0,0,0,1.019,0,0,
63248,13050,0,0,0,1.015,0,0,
63253,13051,0,0,0,1.009,0,0,
63258,13052,0,0,0,1.001,0,0,
63262,13053,0,0,0,1.015,0,0,
63267,13054,0,0,0,1.006,0,0,
63272,13055,0,0,0,1.003,0,0,
63277,13056,0,0,0,1.005,0,0,
63282,13057,0,0,0,0.992,0,0,
63286,13058,0,0,0,0.995,0,0,
63291,13059,0,0,0,0.995,0,0,
63297,13060,0,0,0,0.992,0,0,
63301,13061,0,0,0,1.125,0,0,
63306,13062,0,0,0,0.997,0,0,
63311,13063,0,0,0,0.993,0,0,
63316,13064,0,0,0,0.991,0,0,
63321,13065,0,0,0,0.979,0,0,
63325,13066,0,0,0,0.973,0,0,
63330,13067,0,0,0,0.973,0,0,
63335,13068,0,0,0,0.977,0,0,
63340,13069,0,0,0,0.971,0,0,
63346,13070,0,0,0,0.967,0,0,
63351,13071,0,0,0,0.968,0,0,
63356,13072,0,0,0,0.973,0,0,
63361,13073,0,0,0,0.972,0,0,
63365,13074,0,0,0,0.965,0,0,
63370,13075,0,0,0,0.968,0,0,
63375,13076,0,0,0,0.967,0,0,
63380,13077,0,0,0,0.973,0,0,
63385,13078,0,0,0,0.962,0,0,
63390,13079,0,0,0,0.967,0,0,
63394,13080,0,0,0,0.957,0,0,
63400,13081,0,0,0,0.952,0,0,
63404,13082,0,0,0,0.942,0,0,
63409,13083,0,0,0,0.952,0,0,
63414,13084,0,0,0,0.961,0,0,
63419,13085,0,0,0,0.974,0,0,
63423,13086,0,0,0,0.984,0,0,
63428,13087,0,0,0,0.980,0,0,
63433,13088,0,0,0,0.984,0,0,
63438,13089,0,0,0,0.978,0,0,
63442,13090,0,0,0,0.976,0,0,
63448,13091,0,0,0,0.976,0,0,
63453,13092,0,0,0,0.977,0,0,
63458,13093,0,0,0,0.978,0,0,
63462,13094,0,0,0,0.965,0,0,
63467,13095,0,0,0,0.954,0,0,
63473,13096,0,0,0,0.972,0,0,
63478,13097,0,0,0,0.989,0,0,
63482,13098,0,0,0,0.993,0,0,
63487,13099,0,0,0,1.006,0,0,
63492,13100,0,0,0,1.004,0,0,
63497,13101,0,0,0,0.994,0,0,
63502,13102,0,0,0,1.009,0,0,
63507,13103,0,0,0,1.007,0,0,
63511,13104,0,0,0,0.996,0,0,
63516,13105,0,0,0,1.006,0,0,
63521,13106,0,0,0,1.023,0,0,
63526,13107,0,0,0,1.031,0,0,
63531,13108,0,0,0,1.050,0,0,
63535,13109,0,0,0,1.055,0,0,
63540,13110,0,0,0,1.059,0,0,
63545,13111,0,0,0,1.050,0,0,
63550,13112,0,0,0,1.054,0,0,
63555,13113,0,0,0,1.041,0,0,
63560,13114,0,0,0,1.065,0,0,
63565,13115,0,0,0,1.062,0,0,
63570,13116,0,0,0,1.076,0,0,
63575,13117,0,0,0,1.073,0,0,
63580,13118,0,0,0,1.073,0,0,
63585,13119,0,0,0,1.067,0,0,
63589,13120,0,0,0,1.059,0,0,
63594,13121,0,0,0,1.058,0,0,
63599,13122,0,0,0,1.062,0,0,
63603,13123,0,0,0,1.070,0,0,
63608,13124,0,0,0,1.062,0,0,
63613,13125,0,0,0,1.062,0,0,
63618,13126,0,0,0,1.056,0,0,
63623,13127,0,0,0,1.036,0,0,
63628,13128,0,0,0,1.038,0,0,
63633,13129,0,0,0,1.020,0,0,
63637,13130,0,0,0,1.013,0,0,
63642,13131,0,0,0,0.876,0,0,
63647,13132,0,0,0,0.979,0,0,
63652,13133,0,0,0,0.976,0,0,
63657,13134,0,0,0,0.976,0,0,
63662,13135,0,0,0,0.969,0,0,
63667,13136,0,0,0,0.971,0,0,
63672,13137,0,0,0,0.957,0,0,
63677,13138,0,0,0,0.954,0,0,
63682,13139,0,0,0,0.958,0,0,
63686,13140,0,0,0,0.950,0,0,
63691,13141,0,0,0,0.938,0,0,
63696,13142,0,0,0,0.948,0,0,
63701,13143,0,0,0,0.939,0,0,
63705,13144,0,0,0,0.928,0,0,
63710,13145,0,0,0,0.947,0,0,
63715,13146,0,0,0,0.940,0,0,
63720,13147,0,0,0,0.938,0,0,
63725,13148,0,0,0,0.948,0,0,
63730,13149,0,0,0,0.949,0,0,
63734,13150,0,0,0,0.949,0,0,
63739,13151,0,0,0,0.957,0,0,
63744,13152,0,0,0,0.954,0,0,
63749,13153,0,0,0,0.962,0,0,
63754,13154,0,0,0,0.966,0,0,
63759,13155,0,0,0,0.971,0,0,
63763,13156,0,0,0,0.974,0,0,
63768,13157,0,0,0,0.963,0,0,
63773,13158,0,0,0,0.960,0,0,
63779,13159,0,0,0,0.965,0,0,
63783,13160,0,0,0,0.969,0,0,
63788,13161,0,0,0,0.976,0,0,
63793,13162,0,0,0,0.979,0,0,
63798,13163,0,0,0,0.978,0,0,
63802,13164,0,0,0,0.996,0,0,
63807,13165,0,0,0,0.994,0,0,
63812,13166,0,0,0,0.996,0,0,
63816,13167,0,0,0,1.003,0,0,
63821,13168,0,0,0,1.013,0,0,
63826,13169,0,0,0,1.016,0,0,
63831,13170,0,0,0,1.024,0,0,
63836,13171,0,0,0,1.024,0,0,
63841,13172,0,0,0,1.025,0,0,
63846,13173,0,0,0,1.036,0,0,
63850,13174,0,0,0,1.039,0,0,
63856,13175,0,0,0,1.030,0,0,
63860,13176,0,0,0,1.023,0,0,
63865,13177,0,0,0,1.027,0,0,
63870,13178,0,0,0,1.030,0,0,
63874,13179,0,0,0,1.034,0,0,
63880,13180,0,0,0,1.021,0,0,
63885,13181,0,0,0,1.013,0,0,
63889,13182,0,0,0,1.016,0,0,
63894,13183,0,0,0,1.022,0,0,
63899,13184,0,0,0,1.017,0,0,
63904,13185,0,0,0,1.018,0,0,
63908,13186,0,0,0,1.021,0,0,
63913,13187,0,0,0,1.019,0,0,
63918,13188,0,0,0,1.014,0,0,
63922,13189,0,0,0,1.006,0,0,
63927,13190,0,0,0,1.003,0,0,
63933,13191,0,0,0,1.000,0,0,
63937,13192,0,0,0,0.988,0,0,
63942,13193,0,0,0,0.989,0,0,
63947,13194,0,0,0,0.990,0,0,
63952,13195,0,0,0,0.977,0,0,
63957,13196,0,0,0,0.979,0,0,
63962,13197,0,0,0,0.973,0,0,
63966,13198,0,0,0,0.978,0,0,
63971,13199,0,0,0,0.979,0,0,
63976,13200,0,0,0,0.977,0,0,
63981,13201,0,0,0,0.971,0,0,
63986,13202,0,0,0,0.970,0,0,
63991,13203,0,0,0,0.975,0,0,
63996,13204,0,0,0,0.975,0,0,
64001,13205,0,0,0,0.966,0,0,
64005,13206,0,0,0,0.973,0,0,
64010,13207,0,0,0,0.962,0,0,
64015,13208,0,0,0,0.961,0,0,
64019,13209,0,0,0,0.957,0,0,
64024,13210,0,0,0,0.959,0,0,
64029,13211,0,0,0,0.950,0,0,
64034,13212,0,0,0,0.955,0,0,
64039,13213,0,0,0,0.958,0,0,
64044,13214,0,0,0,0.958,0,0,
64048,13215,0,0,0,0.967,0,0,
64053,13216,0,0,0,0.996,0,0,
64058,13217,0,0,0,0.989,0,0,
64063,13218,0,0,0,0.993,0,0,
64068,13219,0,0,0,1.124,0,0,
64073,13220,0,0,0,1.006,0,0,
64078,13221,0,0,0,1.020,0,0,
64083,13222,0,0,0,1.016,0,0,
64087,13223,0,0,0,1.026,0,0,
64092,13224,0,0,0,1.034,0,0,
64097,13225,0,0,0,1.031,0,0,
64102,13226,0,0,0,1.025,0,0,
64107,13227,0,0,0,1.018,0,0,
64111,13228,0,0,0,0.999,0,0,
64116,13229,0,0,0,1.019,0,0,
64121,13230,0,0,0,1.013,0,0,
64126,13231,0,0,0,1.020,0,0,
64130,13232,0,0,0,1.018,0,0,
64135,13233,0,0,0,1.011,0,0,
64140,13234,0,0,0,1.005,0,0,
64145,13235,0,0,0,1.125,0,0,
64150,13236,0,0,0,1.002,0,0,
64154,13237,0,0,0,0.992,0,0,
64160,13238,0,0,0,0.997,0,0,
64164,13239,0,0,0,0.987,0,0,
64169,13240,0,0,0,0.992,0,0,
64174,13241,0,0,0,0.986,0,0,
64179,13242,0,0,0,0.983,0,0,
64184,13243,0,0,0,0.974,0,0,
64189,13244,0,0,0,0.963,0,0,
64194,13245,0,0,0,0.956,0,0,
64199,13246,0,0,0,0.956,0,0,
64203,13247,0,0,0,0.961,0,0,
64208,13248,0,0,0,0.964,0,0,
64213,13249,0,0,0,0.995,0,0,
64218,13250,0,0,0,0.985,0,0,
64222,13251,0,0,0,1.001,0,0,
64227,13252,0,0,0,1.007,0,0,
64232,13253,0,0,0,1.000,0,0,
64237,13254,0,0,0,1.000,0,0,
64241,13255,0,0,0,1.002,0,0,
64246,13256,0,0,0,0.993,0,0,
64251,13257,0,0,0,0.983,0,0,
64256,13258,0,0,0,0.984,0,0,
64262,13259,0,0,0,0.980,0,0,
64266,13260,0,0,0,0.998,0,0,
64271,13261,0,0,0,0.997,0,0,
64276,13262,0,0,0,0.880,0,0,
64281,13263,0,0,0,1.017,0,0,
64286,13264,0,0,0,1.018,0,0,
64291,13265,0,0,0,1.021,0,0,
64296,13266,0,0,0,1.019,0,0,
64301,13267,0,0,0,1.007,0,0,
64306,13268,0,0,0,1.012,0,0,
64311,13269,0,0,0,0.993,0,0,
64315,13270,0,0,0,0.980,0,0,
64320,13271,0,0,0,0.975,0,0,
64325,13272,0,0,0,0.983,0,0,
64329,13273,0,0,0,0.991,0,0,
64334,13274,0,0,0,0.981,0,0,
64339,13275,0,0,0,0.994,0,0,
64344,13276,0,0,0,0.875,0,0,
64349,13277,0,0,0,0.999,0,0,
64354,13278,0,0,0,1.007,0,0,
64359,13279,0,0,0,1.002,0,0,
64364,13280,0,0,0,0.877,0,0,
64369,13281,0,0,0,0.997,0,0,
64373,13282,0,0,0,0.984,0,0,
64378,13283,0,0,0,0.986,0,0,
64384,13284,0,0,0,0.978,0,0,
64389,13285,0,0,0,0.964,0,0,
64394,13286,0,0,0,0.973,0,0,
64398,13287,0,0,0,0.968,0,0,
64403,13288,0,0,0,0.980,0,0,
64408,13289,0,0,0,0.971,0,0,
64413,13290,0,0,0,0.984,0,0,
64418,13291,0,0,0,0.981,0,0,
64422,13292,0,0,0,0.970,0,0,
64427,13293,0,0,0,0.991,0,0,
64432,13294,0,0,0,0.987,0,0,
64437,13295,0,0,0,0.991,0,0,
64442,13296,0,0,0,0.989,0,0,
64446,13297,0,0,0,0.984,0,0,
64451,13298,0,0,0,0.988,0,0,
64456,13299,0,0,0,0.989,0,0,
64460,13300,0,0,0,0.997,0,0,
64466,13301,0,0,0,0.997,0,0,
64471,13302,0,0,0,0.996,0,0,
64476,13303,0,0,0,1.006,0,0,
64481,13304,0,0,0,1.018,0,0,
64486,13305,0,0,0,1.020,0,0,
64491,13306,0,0,0,1.021,0,0,
64495,13307,0,0,0,1.016,0,0,
64500,13308,0,0,0,1.037,0,0,
64505,13309,0,0,0,1.023,0,0,
64510,13310,0,0,0,1.021,0,0,
64514,13311,0,0,0,1.030,0,0,
64519,13312,0,0,0,1.034,0,0,
64524,13313,0,0,0,1.025,0,0,
64529,13314,0,0,0,1.022,0,0,
64534,13315,0,0,0,1.020,0,0,
64538,13316,0,0,0,1.017,0,0,
64543,13317,0,0,0,1.023,0,0,
64548,13318,0,0,0,1.019,0,0,
64553,13319,0,0,0,1.020,0,0,
64557,13320,0,0,0,1.013,0,0,
64562,13321,0,0,0,1.028,0,0,
64567,13322,0,0,0,1.008,0,0,
64572,13323,0,0,0,1.017,0,0,
64577,13324,0,0,0,1.009,0,0,
64582,13325,0,0,0,1.010,0,0,
64587,13326,0,0,0,1.011,0,0,
64592,13327,0,0,0,1.011,0,0,
64596,13328,0,0,0,1.006,0,0,
64601,13329,0,0,0,0.994,0,0,
64606,13330,0,0,0,0.973,0,0,
64611,13331,0,0,0,0.974,0,0,
64615,13332,0,0,0,0.966,0,0,
64620,13333,0,0,0,0.962,0,0,
64625,13334,0,0,0,0.967,0,0,
64630,13335,0,0,0,0.966,0,0,
64635,13336,0,0,0,0.971,0,0,
64639,13337,0,0,0,0.965,0,0,
64644,13338,0,0,0,0.967,0,0,
64649,13339,0,0,0,0.965,0,0,
64654,13340,0,0,0,0.959,0,0,
64658,13341,0,0,0,0.971,0,0,
64663,13342,0,0,0,0.958,0,0,
64668,13343,0,0,0,0.948,0,0,
64673,13344,0,0,0,0.950,0,0,
64678,13345,0,0,0,0.956,0,0,
64683,13346,0,0,0,0.954,0,0,
64688,13347,0,0,0,0.958,0,0,
64693,13348,0,0,0,0.955,0,0,
64698,13349,0,0,0,0.950,0,0,
64703,13350,0,0,0,0.963,0,0,
64707,13351,0,0,0,0.967,0,0,
64712,13352,0,0,0,0.989,0,0,
64717,13353,0,0,0,0.990,0,0,
64721,13354,0,0,0,0.995,0,0,
64726,13355,0,0,0,0.995,0,0,
64732,13356,0,0,0,0.995,0,0,
64736,13357,0,0,0,0.993,0,0,
64741,13358,0,0,0,0.995,0,0,
64746,13359,0,0,0,0.876,0,0,
64751,13360,0,0,0,1.004,0,0,
64755,13361,0,0,0,1.016,0,0,
64760,13362,0,0,0,0.877,0,0,
64765,13363,0,0,0,1.000,0,0,
64770,13364,0,0,0,1.003,0,0,
64775,13365,0,0,0,1.003,0,0,
64779,13366,0,0,0,1.003,0,0,
64785,13367,0,0,0,1.013,0,0,
64790,13368,0,0,0,1.027,0,0,
64794,13369,0,0,0,1.028,0,0,
64799,13370,0,0,0,1.019,0,0,
64804,13371,0,0,0,1.021,0,0,
64809,13372,0,0,0,1.017,0,0,
64813,13373,0,0,0,1.019,0,0,
64818,13374,0,0,0,1.019,0,0,
64823,13375,0,0,0,0.880,0,0,
64828,13376,0,0,0,1.026,0,0,
64833,13377,0,0,0,1.020,0,0,
64838,13378,0,0,0,1.033,0,0,
64843,13379,0,0,0,1.017,0,0,
64848,13380,0,0,0,1.029,0,0,
64853,13381,0,0,0,1.012,0,0,
64858,13382,0,0,0,1.017,0,0,
64862,13383,0,0,0,1.010,0,0,
64867,13384,0,0,0,1.007,0,0,
64872,13385,0,0,0,1.011,0,0,
64877,13386,0,0,0,1.010,0,0,
64882,13387,0,0,0,1.009,0,0,
64887,13388,0,0,0,0.990,0,0,
64893,13389,0,0,0,0.989,0,0,
64898,13390,0,0,0,0.979,0,0,
64902,13391,0,0,0,0.973,0,0,
64907,13392,0,0,0,0.971,0,0,
64912,13393,0,0,0,0.974,0,0,
64917,13394,0,0,0,0.973,0,0,
64921,13395,0,0,0,0.971,0,0,
64926,13396,0,0,0,0.963,0,0,
64931,13397,0,0,0,0.958,0,0,
64935,13398,0,0,0,0.958,0,0,
64940,13399,0,0,0,0.961,0,0,
64946,13400,0,0,0,0.971,0,0,
64950,13401,0,0,0,0.980,0,0,
64955,13402,0,0,0,0.975,0,0,
64960,13403,0,0,0,0.973,0,0,
64965,13404,0,0,0,0.971,0,0,
64969,13405,0,0,0,0.977,0,0,
64975,13406,0,0,0,0.975,0,0,
64979,13407,0,0,0,0.981,0,0,
64984,13408,0,0,0,0.980,0,0,
64989,13409,0,0,0,0.980,0,0,
64994,13410,0,0,0,0.968,0,0,
65000,13411,0,0,0,0.972,0,0,
65004,13412,0,0,0,0.983,0,0,
65009,13413,0,0,0,1.000,0,0,
65014,13414,0,0,0,1.011,0,0,
65019,13415,0,0,0,1.018,0,0,
65023,13416,0,0,0,1.023,0,0,
65028,13417,0,0,0,1.015,0,0,
65033,13418,0,0,0,1.005,0,0,
65038,13419,0,0,0,0.996,0,0,
65043,13420,0,0,0,0.987,0,0,
65047,13421,0,0,0,0.987,0,0,
65052,13422,0,0,0,0.993,0,0,
65057,13423,0,0,0,0.880,0,0,
65062,13424,0,0,0,1.014,0,0,
65067,13425,0,0,0,1.008,0,0,
65071,13426,0,0,0,0.997,0,0,
65077,13427,0,0,0,0.988,0,0,
65082,13428,0,0,0,0.985,0,0,
65086,13429,0,0,0,0.984,0,0,
65091,13430,0,0,0,0.981,0,0,
65097,13431,0,0,0,0.982,0,0,
65101,13432,0,0,0,0.991,0,0,
65106,13433,0,0,0,0.986,0,0,
65111,13434,0,0,0,0.986,0,0,
65116,13435,0,0,0,0.979,0,0,
65121,13436,0,0,0,0.983,0,0,
65126,13437,0,0,0,0.988,0,0,
65130,13438,0,0,0,1.001,0,0,
65135,13439,0,0,0,1.007,0,0,
65140,13440,0,0,0,1.005,0,0,
65145,13441,0,0,0,1.007,0,0,
65149,13442,0,0,0,0.996,0,0,
65154,13443,0,0,0,0.995,0,0,
65159,13444,0,0,0,0.999,0,0,
65164,13445,0,0,0,0.993,0,0,
65169,13446,0,0,0,0.995,0,0,
65173,13447,0,0,0,0.991,0,0,
65179,13448,0,0,0,0.994,0,0,
65183,13449,0,0,0,0.994,0,0,
65188,13450,0,0,0,0.999,0,0,
65193,13451,0,0,0,1.003,0,0,
65198,13452,0,0,0,1.000,0,0,
65203,13453,0,0,0,1.001,0,0,
65208,13454,0,0,0,1.123,0,0,
65213,13455,0,0,0,0.878,0,0,
65218,13456,0,0,0,1.022,0,0,
65222,13457,0,0,0,1.019,0,0,
65227,13458,0,0,0,1.026,0,0,
65232,13459,0,0,0,1.017,0,0,
